feature,importance_xgb
пропилен R1B,0.18638432
пропилен R1A,0.07832423
нефрас R1B,0.07026025
K/ПП R1B,0.05997001
нефрас R1A,0.05976702
донор/КК З1В,0.053146478
давление R1B,0.04893899
K/ПП R1A,0.047711004
давление R1A,0.046449378
ТЭА/КК Р1В,0.043649826
водород R1B,0.039776452
Н2/ПП Р1В,0.038180687
водород R1A,0.038074385
ТЭА/КК Р1А,0.03532193
донор/КК Р1А,0.034277767
Н2/ПП Р1А,0.03286672
ПП/нр Р1В,0.03164026
ПП/нр Р1А,0.020746455
температура R1A,0.018459756
температура R1B,0.016054127
