ТЭА/КК Р1А,ТЭА/КК Р1В,донор/КК Р1А,донор/КК З1В,нефрас R1A,нефрас R1B,водород R1A,водород R1B,Н2/ПП Р1А,Н2/ПП Р1В,пропилен R1A,пропилен R1B,K/ПП R1A,K/ПП R1B,давление R1A,температура R1A,давление R1B,температура R1B,Произв
0.196532149,0.185130289,0.01963949,0.018546772,6005.265491,6090.911914,0.236536574,0.173145584,3.74E-05,2.70E-05,6324.089026,6411.917761,0.024568796,0.026408987,7.63511368,70.0668335,7.138858438,70.01342773,11277.17377
0.193478133,0.184214217,0.019351444,0.018421147,6011.346216,6093.155945,0.236036954,0.173004632,3.73E-05,2.70E-05,6323.654602,6412.362793,0.024810604,0.02642604,7.64417392,70.04837036,7.115868711,69.97406006,11272.7269
0.194223446,0.183585518,0.019425189,0.018362429,6007.345593,6094.070776,0.235606676,0.172948994,3.73E-05,2.70E-05,6324.192322,6413.970813,0.024943045,0.026367609,7.617896676,70.01159668,7.1061391,70.01663208,11272.84442
0.193173098,0.18405511,0.019318809,0.018399908,6004.448083,6093.164429,0.235223391,0.172311694,3.72E-05,2.69E-05,6323.149829,6414.599084,0.02508173,0.026313224,7.586955738,70.02365112,7.087681353,70.00198364,11254.14236
0.192297909,0.184311788,0.019229446,0.018430709,6003.550232,6093.937134,0.23578841,0.172342564,3.73E-05,2.69E-05,6324.584314,6414.894043,0.025210584,0.026260215,7.558443534,69.94888306,7.081580603,70.02593994,11251.04794
0.190000182,0.182592694,0.018999317,0.01825589,6011.690979,6095.714893,0.236267436,0.172786097,3.74E-05,2.69E-05,6324.76803,6415.419446,0.025378514,0.026500258,7.567307448,70.04013062,7.071239555,70.07522583,11258.44765
0.189570445,0.181007471,0.018953246,0.018085705,6007.207813,6095.144189,0.235909607,0.172388299,3.73E-05,2.69E-05,6323.984937,6415.358838,0.025550339,0.026742704,7.527922928,70.03646851,7.048179281,69.96643066,11256.94603
0.188538138,0.179342067,0.018860781,0.01793123,6012.241565,6095.052893,0.235967085,0.172475522,3.73E-05,2.69E-05,6325.139563,6414.954443,0.025714328,0.026986601,7.471396089,70.02456665,7.041081583,70.08331299,11251.07789
0.190005083,0.179226478,0.019004691,0.017852763,6007.997827,6094.37981,0.236462139,0.172436842,3.74E-05,2.69E-05,6324.987,6414.260278,0.025591031,0.027010444,7.403159499,70.0189209,7.006329298,70.09567261,11247.92756
0.189772896,0.178985323,0.018979375,0.017915049,6013.297778,6095.888135,0.23670129,0.172431716,3.74E-05,2.69E-05,6331.177429,6416.686609,0.025442213,0.027021146,7.335460341,70.00701904,6.975928092,70.10284424,11265.7683
0.190989155,0.178923915,0.019097579,0.017903327,6016.318884,6097.551599,0.23690189,0.172555368,3.74E-05,2.69E-05,6333.458838,6417.785657,0.025309297,0.02703743,7.275957918,69.98901367,6.949159431,70.05386353,11274.20473
0.192313354,0.181727107,0.019233773,0.018200109,6021.83634,6098.573218,0.237493039,0.173340029,3.75E-05,2.70E-05,6338.190564,6419.450098,0.025087362,0.026626202,7.232975066,69.99908447,6.938326633,70.05706787,11296.73229
0.192872219,0.184302471,0.019288925,0.018451715,6027.918994,6099.270081,0.237687521,0.173263222,3.75E-05,2.70E-05,6342.269812,6420.45741,0.024868316,0.026217871,7.201598179,69.99399821,6.936080468,70.00183105,11306.09354
0.194306786,0.187409262,0.019435851,0.018730668,6031.089185,6100.789868,0.237602633,0.172986136,3.74E-05,2.69E-05,6347.091272,6422.11886,0.024646669,0.025807038,7.174691367,69.98718262,6.947049439,69.99526978,11323.64547
0.192660361,0.180244345,0.019275992,0.018054171,6036.224963,6087.746252,0.234019801,0.170682217,3.68E-05,2.66E-05,6353.878186,6408.209302,0.025304873,0.026874016,7.255984867,70.02410889,7.019034994,71.91848755,11339.15114
0.188383676,0.193314536,0.018840974,0.019336906,6036.230444,6088.197144,0.233813417,0.172259305,3.68E-05,2.69E-05,6354.696387,6406.862671,0.025557785,0.025067382,7.226899874,70.03036499,6.99288013,72.94998169,11356.30648
0.202949547,0.196452795,0.020305779,0.019708651,6000.959912,6062.114673,0.235119421,0.172618689,3.72E-05,2.70E-05,6318.005737,6381.560901,0.024068628,0.024781272,7.221451807,70.0239563,7.536098349,70.04898071,11278.77717
0.20117632,0.195715727,0.020132634,0.019595146,6001.447913,6063.497205,0.234528178,0.172821086,3.71E-05,2.71E-05,6317.081177,6381.455591,0.024095153,0.024884427,7.229007101,70.00183105,7.520214796,70.02151489,11268.04568
0.200624423,0.194686006,0.02006086,0.019470647,6002.76322,6063.364197,0.234218137,0.173292994,3.71E-05,2.72E-05,6318.903796,6382.35802,0.024111199,0.02498364,7.232892144,70.00793457,7.502998078,70.0163269,11264.1108
0.198663847,0.193562055,0.019852198,0.01934821,6001.567578,6063.170532,0.233979745,0.173492825,3.70E-05,2.72E-05,6318.029651,6381.565613,0.024137534,0.025089486,7.232132804,70.00778198,7.48655808,70.09246826,11249.9476
0.20235345,0.194207444,0.020249222,0.019447297,6001.671826,6064.785449,0.23458224,0.173952422,3.71E-05,2.73E-05,6318.000476,6382.16427,0.024042607,0.025056139,7.222969282,69.99511719,7.444749069,70.08041382,11248.08112
0.200955536,0.194519466,0.020078366,0.019447073,6002.482324,6062.761084,0.235228905,0.174703011,3.72E-05,2.74E-05,6317.826746,6382.704773,0.023948227,0.025023027,7.216313744,70.01083374,7.414862967,69.98550415,11251.7175
0.203866076,0.193213467,0.020389482,0.019354913,6001.471655,6062.241248,0.23554763,0.175358406,3.73E-05,2.75E-05,6317.216467,6381.205493,0.02385549,0.024997908,7.240528595,70.04638672,7.407583821,70.18157959,11246.47685
0.199305604,0.187095155,0.019935998,0.018740596,6000.950037,6061.848792,0.238401837,0.177601277,3.77E-05,2.78E-05,6317.039526,6381.951563,0.024374214,0.023285787,7.159103811,69.99099731,7.561010659,70.02578735,11269.85487
0.19455521,0.18388496,0.019451625,0.018360915,6002.223157,6064.338721,0.237506029,0.176629851,3.76E-05,2.77E-05,6317.303003,6382.69823,0.024036462,0.023526328,7.154260659,69.98641968,7.558273685,70.0151062,11270.98386
0.199439189,0.184981029,0.019960315,0.018513378,6001.415747,6064.792468,0.235740615,0.173978192,3.73E-05,2.73E-05,6317.892981,6383.999951,0.023697514,0.023764747,7.162089431,69.99603271,7.552453923,70.02029419,11274.79107
0.197360581,0.183452987,0.019736136,0.018333829,6001.682739,6065.350708,0.234096719,0.171575879,3.71E-05,2.69E-05,6317.316614,6383.565503,0.023362941,0.024009597,7.175629425,69.99420166,7.544813967,70.01556396,11266.77109
0.203283204,0.18085824,0.02034422,0.018084046,6001.720959,6063.922974,0.228173424,0.17242521,3.61E-05,2.70E-05,6317.066003,6382.728357,0.024315178,0.024130339,7.397868752,70.01922607,7.505852127,70.0390625,11260.29482
0.199254639,0.18198691,0.01993797,0.01819787,5998.349609,6064.401599,0.228169548,0.172805029,3.61E-05,2.71E-05,6316.101343,6383.226855,0.024414656,0.024111811,7.42375083,69.97512817,7.483530593,69.97955322,11255.21096
0.198106276,0.181781106,0.019817038,0.018177209,6002.257874,6066.309009,0.22888266,0.17323004,3.62E-05,2.71E-05,6317.511475,6383.474353,0.02450495,0.024094233,7.448366773,70.01739502,7.477949679,70.02349854,11253.48206
0.200814567,0.180658666,0.020088301,0.018071438,6001.553235,6062.276794,0.229109497,0.172535227,3.63E-05,2.70E-05,6318.122034,6382.74386,0.024598316,0.024080346,7.440041125,70.02708435,7.465587199,69.96810913,11252.49978
0.200265488,0.18066979,0.020028013,0.018073039,6002.723181,6064.596558,0.229745272,0.172267574,3.64E-05,2.70E-05,6317.747278,6382.702258,0.024351265,0.023959828,7.412151718,70.00846863,7.462147105,70.01068115,11245.47214
0.201293197,0.181757812,0.020135445,0.018177073,6000.98512,6064.133423,0.230876626,0.172243347,3.65E-05,2.70E-05,6317.460352,6382.780542,0.024103849,0.023838861,7.387777925,70.00137329,7.456071591,69.99069214,11246.39045
0.197792888,0.182118403,0.019780097,0.018208139,6001.12262,6063.20072,0.230976518,0.171828559,3.66E-05,2.69E-05,6317.359619,6383.017834,0.023855708,0.023717306,7.371004689,69.99481201,7.46816057,70.00656128,11244.38391
0.19774028,0.181605161,0.019771081,0.018166221,6002.838721,6065.00603,0.231526256,0.171482253,3.66E-05,2.69E-05,6317.797168,6384.145691,0.023898568,0.023849801,7.3610708,69.99755859,7.467163777,69.97802734,11252.64287
0.197213612,0.181111234,0.019717395,0.018098825,6001.632568,6062.600085,0.231997497,0.171291693,3.67E-05,2.68E-05,6317.645544,6383.143091,0.023943655,0.023990253,7.351853514,69.99430339,7.484945214,70.0112915,11253.38431
0.198364758,0.184860092,0.019828832,0.018484898,6001.69707,6064.632678,0.232180459,0.171263113,3.67E-05,2.68E-05,6318.415698,6383.019067,0.023985244,0.024127428,7.343318021,70.00335693,7.480596697,69.97360229,11250.40651
0.199825683,0.183668365,0.01998766,0.018371527,6002.134045,6064.813171,0.231666844,0.170770445,3.67E-05,2.67E-05,6317.738037,6384.400061,0.023878105,0.024179151,7.337898898,70.00808716,7.480519772,69.99710083,11242.7148
0.200310789,0.183582244,0.020032338,0.01835012,6001.304333,6064.660718,0.231112378,0.170484372,3.66E-05,2.67E-05,6316.107458,6383.472119,0.02377453,0.024239616,7.32737453,70.00137329,7.473043704,70.00457764,11244.43735
0.200388496,0.183102181,0.0200371,0.018317856,6001.464539,6065.393652,0.230748374,0.170338339,3.65E-05,2.67E-05,6318.731934,6384.122754,0.023654961,0.024294091,7.332192695,69.97962952,7.462293851,70.00488281,11245.03618
0.199103074,0.183498066,0.019915954,0.018351384,6000.676868,6065.240686,0.230413856,0.170288381,3.65E-05,2.67E-05,6317.223645,6383.631592,0.023645667,0.024260302,7.343067086,69.99755859,7.449808753,70.01861572,11248.31761
0.202233302,0.184224694,0.020211446,0.018426611,6002.76803,6065.723926,0.230115765,0.17019092,3.64E-05,2.67E-05,6317.613049,6384.194055,0.023629268,0.02422251,7.341913843,70.00274658,7.433959544,69.99343872,11243.07195
0.203336089,0.184011979,0.02034381,0.018406347,6001.641174,6062.987854,0.230444935,0.170599589,3.65E-05,2.67E-05,6317.079065,6383.218445,0.023616323,0.024190551,7.341888463,70.01113892,7.429964936,70.01907349,11242.03368
0.200063917,0.184537459,0.020002482,0.018454013,6001.646985,6064.824609,0.230409866,0.170714323,3.65E-05,2.67E-05,6317.387219,6383.232715,0.023644342,0.024149577,7.333423579,70.00076294,7.410999262,69.99984741,11241.86435
0.200646624,0.184372777,0.020070576,0.01843422,6002.397888,6066.050134,0.230382527,0.170747221,3.65E-05,2.67E-05,6317.594946,6383.818823,0.023672734,0.024106444,7.328380883,70.0038147,7.400723743,70.02212524,11248.36606
0.199639201,0.185054445,0.019956379,0.018517817,6002.215479,6064.019849,0.230271481,0.170858914,3.64E-05,2.68E-05,6318.075928,6384.038135,0.023700099,0.024064701,7.320667732,69.99715169,7.39081831,69.99961853,11247.5136
0.182641233,0.184253477,0.018259378,0.018424805,6002.758154,6065.880371,0.229811255,0.170553513,3.64E-05,2.67E-05,6317.705688,6383.998865,0.025934301,0.024138414,7.315330887,69.9937439,7.376376688,70.00427246,11245.80314
0.171441757,0.183208825,0.017155263,0.018312732,5998.137341,6064.051233,0.229528359,0.170188884,3.63E-05,2.67E-05,6317.234937,6382.713574,0.028169213,0.024216856,7.378826475,69.87182617,7.37398715,70.01525879,11247.28182
0.156906427,0.182603701,0.015696988,0.018267503,6000.416309,6064.60835,0.228637313,0.169217661,3.62E-05,2.65E-05,6316.881531,6384.610034,0.030403894,0.024283221,7.501929986,70.03707886,7.36534456,69.9822998,11255.81348
0.166358685,0.183182798,0.016634366,0.018306284,6002.91842,6064.582227,0.22751628,0.167771269,3.60E-05,2.63E-05,6318.577356,6383.6953,0.028298667,0.024314661,7.543414474,70.03479004,7.363615453,69.99099731,11243.07585
0.180592538,0.183024061,0.018056405,0.018310491,6000.780786,6064.69679,0.226729629,0.166798533,3.59E-05,2.61E-05,6315.907861,6383.869275,0.026212675,0.024341957,7.551829767,70.02120972,7.364800465,70.01159668,11247.60328
0.197744601,0.182809177,0.019782015,0.018267824,6001.686475,6062.422266,0.226417248,0.166264625,3.58E-05,2.61E-05,6316.12334,6382.481042,0.024113899,0.024375217,7.552157247,70.00152588,7.365931129,69.94415283,11236.70529
0.197397625,0.183287771,0.019741918,0.018340332,6003.515808,6064.503662,0.227134625,0.165924187,3.59E-05,2.60E-05,6319.356274,6384.627905,0.024121408,0.024320086,7.557615769,70.0038147,7.400621045,70.02975464,11233.47922
0.196167347,0.183637921,0.019617922,0.018357165,6003.481531,6065.302502,0.227689118,0.165238614,3.60E-05,2.59E-05,6319.612573,6385.174707,0.024140275,0.024271073,7.561063981,70.00411987,7.422768915,69.97787476,11231.39204
0.196100993,0.184053095,0.019606672,0.018399792,6002.363379,6061.946228,0.227457241,0.163949501,3.60E-05,2.57E-05,6318.814282,6382.575476,0.024163172,0.024234007,7.564076424,69.99908447,7.465143931,69.99542236,11217.47921
0.195199152,0.181976423,0.019521307,0.018195271,6005.407239,6061.997876,0.227584279,0.163327943,3.60E-05,2.56E-05,6321.004358,6382.492017,0.024269784,0.024509546,7.567463112,70.00137329,7.502776873,70.01434326,11211.7349
0.192646827,0.179861307,0.019269864,0.017978837,6005.170337,6062.389832,0.227554154,0.162477085,3.60E-05,2.55E-05,6321.418494,6381.544836,0.024383171,0.024788446,7.557156646,70.0100708,7.520239806,69.98764038,11200.91982
0.192664695,0.178003064,0.019264512,0.017803565,6006.708582,6062.55271,0.227538593,0.162424547,3.60E-05,2.55E-05,6321.199451,6381.026172,0.024498997,0.025065745,7.530857849,70.01174927,7.5209517,70.01480103,11192.05364
0.196023351,0.181581617,0.019579735,0.018119042,6004.656348,6063.368359,0.227648278,0.161803223,3.60E-05,2.54E-05,6320.427563,6381.362292,0.02455155,0.025076322,7.502401376,70.00701904,7.512144423,70.02090454,11189.63558
0.202808734,0.184293519,0.020288977,0.018421675,6006.418652,6062.051086,0.228091765,0.161657319,3.61E-05,2.53E-05,6321.672302,6380.281238,0.024596266,0.02509247,7.4685287,70.00579834,7.492575026,69.99145508,11182.90434
0.198476028,0.184590281,0.019847244,0.018462699,6004.665979,6062.202612,0.228407456,0.161692184,3.61E-05,2.53E-05,6322.412756,6381.959973,0.024642931,0.025097766,7.438066459,70.00213623,7.474068797,69.97848511,11190.72155
0.196741154,0.183227378,0.019661511,0.018285056,6006.812781,6063.410339,0.22831714,0.163258315,3.61E-05,2.56E-05,6321.723438,6380.287073,0.024661614,0.025121181,7.409569478,69.99603271,7.461838043,70.03219604,11184.94324
0.202112756,0.182880219,0.02022669,0.018309569,6005.822974,6063.873657,0.228197405,0.165391752,3.61E-05,2.59E-05,6321.151746,6381.328979,0.024679842,0.02513391,7.388622284,70.00289917,7.447226799,70.02349854,11184.32336
0.198671481,0.183063714,0.019878867,0.018336366,6005.33479,6061.379553,0.228007598,0.166537211,3.61E-05,2.61E-05,6321.042151,6380.991943,0.024696268,0.02515207,7.371766806,70.00457764,7.426260924,70.0138855,11189.11361
0.19977193,0.182894552,0.019980003,0.018304708,6005.402356,6062.412756,0.227794081,0.166881152,3.60E-05,2.62E-05,6321.219312,6381.327087,0.024691777,0.02513392,7.356596947,70.00061035,7.40030874,69.96780396,11189.20357
0.1992019,0.182555085,0.019920913,0.018225585,6007.83623,6059.572327,0.227725914,0.167170022,3.60E-05,2.62E-05,6321.20155,6380.077808,0.024688047,0.025122008,7.344043267,69.95422363,7.454578841,70.00869751,11185.24241
0.197486977,0.182847635,0.019746051,0.018286798,6004.10968,6062.213611,0.227789371,0.167384124,3.60E-05,2.62E-05,6320.657544,6380.961768,0.024686373,0.025101698,7.415152383,69.97787476,7.465816605,69.99481201,11185.12765
0.198884938,0.18304246,0.019892331,0.018294097,6004.334082,6063.691748,0.227517606,0.167121609,3.60E-05,2.62E-05,6320.835596,6381.863403,0.024612749,0.025046025,7.447007096,70.02471924,7.465901649,70.03219604,11190.84073
0.197950296,0.184277022,0.019795852,0.018449184,6004.204285,6061.530981,0.227490472,0.166979045,3.60E-05,2.62E-05,6320.103088,6380.5755,0.024542666,0.024998943,7.449754524,70.02212524,7.450505698,70.03311157,11187.06463
0.190609745,0.183016347,0.019070746,0.018337387,6005.141211,6064.127283,0.22775525,0.167132964,3.60E-05,2.62E-05,6321.460876,6381.853687,0.024464473,0.02494181,7.431928253,70.00335693,7.419691956,69.97970581,11191.79945
0.199903706,0.184028363,0.019982633,0.018269418,6004.198267,6061.434998,0.228117959,0.167567771,3.61E-05,2.63E-05,6320.085583,6380.697302,0.024177585,0.024935577,7.41194849,70.00808716,7.406806004,70.03890991,11173.32738
0.200492452,0.18465914,0.020054691,0.01851427,6006.614673,6063.738818,0.228726037,0.168684092,3.62E-05,2.64E-05,6322.005518,6382.479773,0.023878119,0.024917862,7.39578228,69.99567668,7.382008433,69.99328613,11185.44278
0.197328663,0.182761166,0.019740979,0.01828199,6003.95343,6061.484851,0.229516198,0.169763365,3.63E-05,2.66E-05,6320.887024,6380.040759,0.023590168,0.024916634,7.383381498,70.00137329,7.362881696,70.02700806,11184.54729
0.2011589,0.182922923,0.020123361,0.018281736,6005.9729,6064.861926,0.22966639,0.169576437,3.63E-05,2.66E-05,6321.119604,6381.954639,0.023461281,0.024863616,7.368944132,70.00976563,7.332005274,70.04638672,11180.95155
0.198416307,0.184092493,0.019837583,0.018414971,6004.922437,6062.775879,0.229311185,0.167713271,3.63E-05,2.63E-05,6320.791943,6381.185901,0.023334471,0.024821061,7.352958941,69.99038696,7.303745437,69.97177124,11188.25559
0.200774464,0.183823167,0.020075,0.01836383,6004.062341,6062.204382,0.228902848,0.166002508,3.62E-05,2.60E-05,6320.43894,6380.684521,0.023207741,0.024777458,7.345640874,70.00198364,7.285384345,70.03005981,11194.6721
0.197415175,0.1835923,0.019748106,0.018381382,6005.525195,6061.136621,0.228744681,0.164627206,3.62E-05,2.58E-05,6321.021069,6380.044385,0.023016409,0.024791256,7.341541409,69.99369303,7.269153154,69.98275757,11193.88304
0.202523496,0.183128127,0.020228739,0.018307041,6002.328223,6063.327612,0.228427546,0.163551798,3.61E-05,2.56E-05,6320.557361,6381.087927,0.022828888,0.024798512,7.348936427,69.99526978,7.255326366,69.99771118,11203.90515
0.203816238,0.183342758,0.020394306,0.018329689,6004.455347,6062.920593,0.228632708,0.162455254,3.62E-05,2.55E-05,6320.190869,6381.30575,0.022640992,0.024808975,7.380230355,69.97360229,7.250995731,70.01068115,11205.3435
0.204000446,0.183064048,0.020403075,0.01828134,6004.235657,6060.919189,0.228455709,0.161647327,3.61E-05,2.53E-05,6320.68241,6379.976135,0.022682728,0.024896843,7.418303955,69.98519897,7.253887808,69.97329712,11218.06583
0.202908512,0.182930353,0.020301246,0.018235104,6004.005347,6060.906677,0.228283155,0.160910788,3.61E-05,2.52E-05,6320.457495,6381.161694,0.022727034,0.0249749,7.456164134,69.99359131,7.283062232,70.0012207,11214.86748
0.195920574,0.185300173,0.019586043,0.018475625,6003.285583,6060.645068,0.228486159,0.16016902,3.62E-05,2.51E-05,6320.070618,6380.95448,0.022771926,0.025058396,7.496076024,69.99832153,7.314634061,69.99008179,11212.16482
0.202019762,0.185435094,0.020206452,0.01852531,6005.289246,6060.485486,0.227929379,0.159671057,3.61E-05,2.50E-05,6321.516064,6380.715552,0.022756061,0.025383825,7.536409724,69.98657227,7.347648966,69.9861145,11207.24077
0.199345692,0.185642375,0.019934549,0.018577076,6003.398999,6061.48479,0.227231254,0.159098962,3.60E-05,2.49E-05,6320.05376,6381.317114,0.022750665,0.025705893,7.578157818,69.9937439,7.372187161,70.01358032,11201.32021
0.197231956,0.185896182,0.01972367,0.018571568,6003.934058,6061.854871,0.226615914,0.158618917,3.59E-05,2.49E-05,6320.456006,6380.73125,0.022738557,0.026032743,7.618837476,69.99023438,7.388557506,69.98519897,11198.69142
0.194110277,0.186425396,0.019399749,0.018667491,6002.390588,6060.307947,0.226267808,0.158147409,3.58E-05,2.48E-05,6319.80177,6380.659839,0.02376741,0.026255712,7.671329474,69.98413086,7.405175519,69.97207642,11194.64736
0.188680412,0.185828188,0.018860099,0.018582612,6003.240466,6056.50498,0.226244967,0.157956932,3.58E-05,2.48E-05,6321.828064,6381.199573,0.024785961,0.026476149,7.714761662,70.01281738,7.441774404,70.00061035,11180.4543
0.187397739,0.185866499,0.018739062,0.01860175,6003.757483,6057.768359,0.226141629,0.157460321,3.58E-05,2.47E-05,6319.998779,6380.034351,0.025819601,0.026703683,7.732344103,70.02075195,7.475971854,69.91752625,11173.10808
0.18783343,0.181294637,0.018788853,0.018121247,6005.532996,6059.543506,0.2270763,0.15721983,3.59E-05,2.46E-05,6321.763721,6381.390796,0.02644401,0.027417795,7.724226308,70.0177002,7.556983757,70.0705719,11181.47519
0.183513211,0.176708722,0.01834638,0.01768435,6005.31062,6060.683435,0.227849687,0.15698321,3.60E-05,2.46E-05,6320.517944,6380.952002,0.027080964,0.028139519,7.70068953,70.01159668,7.584706068,70.03677368,11174.98079
0.182620257,0.172271649,0.018257209,0.017230518,6003.303406,6060.516736,0.227894632,0.156441994,3.61E-05,2.45E-05,6319.947424,6381.103308,0.027715208,0.028858672,7.677383804,69.98555501,7.593172228,69.95819092,11167.41171
0.181215215,0.168443037,0.01812021,0.016846772,6005.274182,6059.546423,0.229424227,0.156396978,3.63E-05,2.45E-05,6321.968811,6380.920825,0.028268546,0.029493662,7.676874876,70.00228882,7.628062057,70.0163269,11161.68689
0.179843081,0.164977154,0.017984357,0.01649526,6005.244568,6061.277075,0.229933489,0.156340294,3.64E-05,2.45E-05,6321.105005,6381.159338,0.028834686,0.0301267,7.664681542,70.00640869,7.636345553,69.99160767,11159.07883
0.173962975,0.161711372,0.017398085,0.016166239,6005.716125,6063.792383,0.229618474,0.156186031,3.63E-05,2.45E-05,6320.524756,6380.618298,0.029399662,0.030763449,7.64874897,70.00549316,7.637014055,70.00823975,11154.55242
0.176784283,0.161519767,0.017673862,0.016146259,6004.319568,6060.855408,0.229600061,0.15624326,3.63E-05,2.45E-05,6320.538489,6380.594373,0.029438359,0.030776219,7.63164804,69.99923706,7.635590792,70.00823975,11154.69366
0.176610981,0.161457758,0.017659645,0.016156018,6012.74967,6068.118616,0.230208815,0.156515187,3.64E-05,2.45E-05,6320.815015,6381.902563,0.029475832,0.030782563,7.617245364,69.98748779,7.629819047,69.96963501,11150.6574
0.174508606,0.160311458,0.017471217,0.016109213,6004.552954,6059.38429,0.230118921,0.156588317,3.64E-05,2.45E-05,6321.230554,6380.488391,0.029512652,0.03080204,7.614625132,69.99176025,7.640787101,70.02716064,11158.40703
0.176876119,0.161585936,0.017676995,0.016170114,6003.020679,6061.81731,0.229984745,0.15728536,3.64E-05,2.46E-05,6320.872375,6381.99342,0.029493884,0.030831285,7.650852418,69.92828369,7.647658694,69.9949646,11155.93387
0.175963529,0.16087065,0.01759549,0.016073405,6004.312268,6062.046606,0.22979935,0.157217554,3.64E-05,2.46E-05,6321.332336,6381.617139,0.029471301,0.030869614,7.734656942,70.01907349,7.652813756,69.99221802,11159.76384
0.178221772,0.160961719,0.017824398,0.016082971,6003.968994,6062.515698,0.229464963,0.15718511,3.63E-05,2.46E-05,6320.167249,6380.706958,0.029456292,0.030910534,7.763964808,70.01602173,7.6615484,69.9911499,11160.92022
0.174939768,0.160973844,0.017485712,0.016076697,6003.566138,6060.103394,0.22889683,0.156743834,3.62E-05,2.46E-05,6320.560706,6380.042297,0.029445381,0.030876956,7.777079797,70.01556396,7.673307312,69.99572754,11150.03583
0.178825284,0.161117371,0.017885054,0.016139594,6006.080066,6062.360657,0.228841925,0.156758875,3.62E-05,2.46E-05,6322.007104,6381.701709,0.029429569,0.030832138,7.777538431,70.00457764,7.678201246,70.00335693,11161.75388
0.176687234,0.161415676,0.01766587,0.016119876,6004.433069,6061.127869,0.228865017,0.156853928,3.62E-05,2.46E-05,6320.055359,6380.88512,0.029429579,0.03079929,7.774945199,69.91485596,7.687832844,70.00991821,11155.00152
0.169189016,0.157888671,0.016914183,0.015782591,6001.793542,6062.493909,0.22879692,0.156669541,3.62E-05,2.46E-05,6320.823523,6381.392188,0.030489432,0.031500468,7.930639517,69.92126465,7.695699811,70.00564575,11165.69737
0.166548979,0.154306073,0.016658945,0.015448829,6004.308289,6060.314307,0.22870632,0.156571015,3.62E-05,2.45E-05,6321.268738,6380.270959,0.031550638,0.032209752,8.036891675,70.07667542,7.701152265,70.01449585,11163.33168
0.159549261,0.151060977,0.015952861,0.015126423,6006.547888,6062.611707,0.228213093,0.156221104,3.61E-05,2.45E-05,6320.982654,6381.266455,0.032615468,0.032908366,8.023623443,70.06240845,7.68738426,69.99008179,11160.32795
0.159033024,0.151409772,0.015907852,0.015147647,6004.9354,6064.368958,0.228349287,0.156143704,3.61E-05,2.45E-05,6320.145959,6380.464307,0.032693416,0.032828281,7.964090478,70.04231771,7.667367506,70.01144409,11160.81274
0.158019908,0.151829692,0.015799648,0.015183631,6001.615137,6056.797021,0.228635445,0.156300041,3.62E-05,2.45E-05,6322.572864,6381.723486,0.032754467,0.032737597,7.882143152,70.02670288,7.648407328,70.01358032,11152.13311
0.159524645,0.152225871,0.015953452,0.015224548,6006.312598,6063.783899,0.229484703,0.156371637,3.63E-05,2.45E-05,6320.842175,6381.554321,0.032837057,0.032654256,7.790786576,70.01075745,7.625165892,70.01785278,11150.76424
0.164649682,0.156846392,0.016471385,0.015701077,6006.182922,6062.382556,0.230618347,0.157023286,3.65E-05,2.46E-05,6320.595459,6379.938513,0.031667667,0.032769161,7.60703516,70.00823975,7.521380043,70.01281738,11190.92087
0.164170239,0.157842669,0.016420988,0.015798649,6003.651672,6062.577673,0.230236921,0.1570265,3.64E-05,2.46E-05,6320.021802,6381.282605,0.031753633,0.032622339,7.588945735,69.99252319,7.507565093,69.99511719,11193.88639
0.16360739,0.158651629,0.016361322,0.015874372,6005.846313,6062.039587,0.22985054,0.157104558,3.64E-05,2.46E-05,6321.622095,6380.784021,0.031828666,0.032484957,7.566660404,70.01556396,7.499678838,69.98840332,11182.5915
0.162306464,0.15946177,0.016219348,0.015971164,6003.781848,6060.640039,0.229201275,0.156879567,3.63E-05,2.46E-05,6319.518494,6380.348975,0.031922359,0.032347232,7.532379234,70.01200358,7.49228164,69.99252319,11199.27774
0.165183193,0.158838746,0.016533224,0.01592481,6004.387183,6059.975647,0.22936994,0.158020614,3.63E-05,2.48E-05,6324.66366,6379.891663,0.031792877,0.032468364,7.504338872,69.99008179,7.495491517,69.99359131,11212.19062
0.163376246,0.158000759,0.016343052,0.015780424,6005.315637,6062.796777,0.230197082,0.160023895,3.64E-05,2.51E-05,6320.295605,6381.477649,0.031711266,0.032579077,7.496397686,70.00320435,7.50252558,70.00579834,11206.48356
0.164985215,0.157112241,0.016498353,0.015735743,6005.632361,6061.456812,0.230211547,0.160551253,3.64E-05,2.52E-05,6321.312488,6381.625842,0.031602598,0.032697101,7.488768625,70.00213623,7.51338501,69.99893188,11211.65766
0.169434138,0.160614542,0.016943934,0.016068561,5995.490125,6033.151233,0.229970669,0.159709085,3.64E-05,2.52E-05,6311.891821,6342.767712,0.030869259,0.03226966,7.466712642,70.01205444,7.510463464,70.01983643,11158.57877
0.173247903,0.163768753,0.017326347,0.016438966,5985.840747,5987.714978,0.229596974,0.158528826,3.64E-05,2.52E-05,6300.971375,6300.982007,0.0301409,0.03185174,7.44926101,69.97833252,7.488679445,69.99130249,11107.4166
0.178719309,0.167316599,0.017784998,0.016218563,5984.082483,5982.115491,0.23067341,0.159861664,3.66E-05,2.54E-05,6299.865527,6300.349548,0.029364194,0.031222955,7.460805559,69.98199463,7.515875185,69.96368408,11108.33417
