ТЭА R1A,ТЭА R1B,донор R1A,донор R1B,нефрас R1A,нефрас R1B,водород R1A,водород R1B,пропилен R1A,пропилен R1B,давление R1A,температура R1A,давление R1B,температура R1B,катализатор R1A,катализатор R1B,производительность
26.28664055,25.00050278,4.60630517,4.374279261,5948.663818,5824.254248,0.267339998,0.194825968,6247.5875,6250.784814,7.621226311,69.98962402,7.606266737,70.03723145,0.173098343,0.182126404,11171.55875
24.79275341,25.10297413,4.340490055,4.382669497,5939.26001,5823.582568,0.2679382,0.195259687,6248.088867,6247.656104,7.622198772,69.99572754,7.610907602,70.01831055,0.173219059,0.182071859,11187.23203
24.58406944,24.92557735,4.300880432,4.360112,5931.071387,5826.667578,0.26849415,0.195980251,6247.326807,6249.097314,7.636194754,70.00427246,7.614393997,70.01098633,0.173339774,0.182017314,11156.03473
24.42450104,25.10327816,4.271578836,4.382077312,5920.037695,5815.244629,0.269227892,0.196648796,6248.867676,6249.764893,7.639666843,70.02868652,7.630553818,69.98413086,0.17346049,0.181962769,11180.79597
24.5305933,24.9347414,4.287554455,4.368523693,5935.373682,5816.079883,0.269773817,0.197379217,6250.559277,6250.682861,7.641058064,69.99145508,7.636820889,70.06652832,0.174542128,0.183479338,11212.44775
25.27591648,25.02765541,4.42268033,4.365525436,5938.326709,5820.694824,0.270322084,0.197987737,6250.054443,6250.693506,7.649437523,69.99816895,7.627033901,70.00488281,0.175623766,0.184995907,11145.55213
25.15973396,25.0850668,4.400300455,4.396348572,5937.29165,5819.574365,0.270549408,0.198402126,6249.901953,6248.056104,7.648310328,70.01586914,7.631348753,69.95361328,0.176705404,0.186512477,11163.38471
25.20791512,25.03708038,4.416803789,4.379395294,5948.024023,5811.009082,0.271684071,0.198984389,6249.214502,6251.519531,7.65411396,70.00427246,7.64229455,69.94628906,0.177787042,0.188029046,11183.93745
25.09357224,25.04378834,4.38990922,4.374892378,5929.32998,5811.729297,0.272354841,0.199656501,6251.005518,6251.813232,7.662997723,69.99511719,7.64953599,70.01220703,0.178868679,0.189545615,11154.65945
25.1078474,25.00423603,4.396114159,4.376353598,5944.980078,5805.671387,0.272978863,0.199875277,6250.592871,6249.450781,7.665568972,70.00488281,7.658431482,70.02746582,0.179950317,0.191062185,11212.76561
24.96079712,24.97452946,4.357540894,4.366897154,5931.229688,5805.378613,0.273382422,0.200166123,6250.64668,6249.063086,7.669109392,70.02380371,7.662361288,69.99633789,0.181031955,0.192578754,11174.96585
25.04687061,24.98428459,4.383460379,4.371247435,5945.839941,5800.532471,0.273989934,0.200343233,6250.907764,6249.475439,7.670034456,70.01464844,7.672204399,70.03845215,0.182113593,0.194095323,11126.46025
25.02596989,25.0711153,4.382385921,4.389651203,5939.149561,5801.522998,0.274473384,0.200882429,6249.788184,6249.655371,7.67527523,70.03112793,7.662844467,70.06408691,0.183195231,0.195611893,11186.02464
25.04821587,25.00196075,4.380649948,4.371546078,5922.513721,5802.620752,0.275036097,0.200992738,6249.616016,6249.745459,7.667217779,70.03662109,7.655013657,70.04699707,0.184276869,0.197128462,11175.95303
25.15124054,25.12399349,4.404347515,4.392415953,5937.351416,5812.672217,0.275371134,0.201389429,6250.626123,6250.102051,7.662233782,70.01464844,7.643263721,69.98474121,0.185358507,0.198645031,11155.45402
25.1278368,25.11043549,4.394381428,4.403961658,5941.6125,5814.200146,0.275683326,0.201577696,6251.481396,6250.267578,7.659799385,70.00793457,7.632859325,69.96582031,0.186440145,0.200161601,11159.22078
25.08865242,24.98718624,4.391433859,4.368676424,5950.196045,5804.824658,0.276165631,0.201810843,6253.71123,6251.5021,7.65197649,69.97314453,7.636051035,70.00732422,0.187079486,0.200730871,11148.89396
24.72513924,24.98344593,4.32670126,4.348433781,5943.052393,5801.063477,0.276087418,0.202025439,6246.272168,6251.976123,7.659002733,70.00274658,7.635517359,70.10559082,0.187718828,0.20130014,11146.8457
24.59649448,25.04733372,4.307119894,4.376400614,5923.401123,5805.894922,0.276607278,0.202132413,6250.281836,6250.620166,7.657710314,70.04974365,7.608563137,70.10437012,0.18835817,0.20186941,11178.58459
24.52771473,25.16210423,4.293325853,4.408307743,5959.515283,5817.693555,0.27678518,0.202186173,6252.107617,6250.768896,7.641691494,70.02563477,7.581083536,70.00915527,0.188997511,0.20243868,11141.37132
24.65782032,25.07275791,4.315331078,4.395576286,5950.331348,5820.794629,0.27686606,0.202418576,6252.982178,6248.937744,7.635213566,70.00976563,7.57104187,69.99633789,0.189636853,0.20300795,11226.73141
25.34202557,25.06786594,4.427871656,4.39959054,5927.179785,5830.706738,0.277206376,0.202343902,6250.218018,6249.482178,7.620615339,70.0378418,7.547537184,69.98535156,0.190276194,0.20357722,11183.43157
25.38903599,25.06291504,4.46176548,4.401926851,5931.19292,5834.398828,0.276736158,0.202223246,6245.283691,6251.970605,7.610953045,70.0213623,7.54058218,70.01525879,0.190915536,0.204146489,11150.3164
24.17103806,25.05722332,4.220485878,4.380234003,5939.169434,5840.043066,0.27700218,0.202550153,6247.615283,6248.751807,7.595821238,70.02319336,7.518494558,70.02563477,0.191554877,0.204715759,11173.35245
25.65028954,25.05483017,4.464906359,4.377712297,5932.134717,5847.128662,0.277137068,0.202349736,6253.916113,6248.557813,7.5812428,70,7.503531742,70.02319336,0.192194219,0.205285029,11144.80817
26.44541874,25.18499413,4.643828344,4.396180296,5969.048486,5855.514307,0.277223757,0.202325861,6253.528564,6250.742334,7.569727182,70.00732422,7.482627249,70.04150391,0.192833561,0.205854299,11172.37694
25.0401474,25.2923193,4.384829283,4.427225971,5948.955664,5861.509131,0.277139542,0.201968168,6257.364795,6249.851514,7.553694773,70.02502441,7.459426546,69.96520996,0.193472902,0.206423569,11155.50608
24.83669949,25.25059872,4.347212744,4.45655179,5931.915332,5867.387842,0.276614055,0.201640201,6250.660693,6250.073389,7.538406277,70.00488281,7.44196806,69.95788574,0.194112244,0.206992839,11176.08961
24.99415417,25.27510815,4.377549076,4.423330259,5944.793652,5876.449707,0.276288682,0.201327357,6250.111963,6250.323779,7.517075729,70.00061035,7.423473692,69.9609375,0.194200689,0.207151733,11114.78229
24.83701649,25.27569256,4.347453642,4.424807549,5949.297754,5887.275928,0.275884745,0.2008231,6250.043994,6248.995215,7.500222731,69.99145508,7.423287678,69.98168945,0.194289134,0.207310628,11168.53339
24.93975029,25.27535133,4.362270069,4.42413888,5960.476514,5895.36416,0.275028855,0.199965113,6249.753809,6254.011133,7.484417295,70.00061035,7.418123198,70.08605957,0.194377579,0.207469523,11147.76007
24.9208004,25.23326607,4.361592007,4.422577858,5931.913281,5902.782813,0.274525398,0.199211845,6250.801172,6248.537256,7.46891737,70.00732422,7.405005932,70.11230469,0.194466024,0.207628418,11167.43642
24.98664303,25.20777836,4.3752285,4.413432217,5951.132227,5905.969092,0.273952886,0.198989795,6250.157959,6249.016895,7.450090313,69.99572754,7.392806196,70.10070801,0.194554469,0.207787313,11189.34154
25.01323185,25.15664349,4.375516462,4.403693533,5928.989111,5913.618018,0.273272386,0.198462334,6250.724268,6250.177002,7.438281393,69.99694824,7.371169949,70.12207031,0.194642914,0.207946208,11158.42549
25.00043163,25.15581226,4.375621605,4.40065937,5933.094287,5915.470361,0.272468349,0.198260631,6249.362256,6251.975439,7.423565149,70.00030518,7.35323081,70.04516602,0.194731359,0.208105103,11215.94801
24.94046593,25.21380558,4.364855433,4.409582376,5944.349121,6010.505127,0.272097307,0.198370849,6249.597754,6252.137695,7.411334848,69.98718262,7.330471468,69.96887207,0.194819804,0.208263997,11165.2344
24.85700607,25.2974678,4.351197004,4.421783161,5945.691113,5970.7646,0.271679848,0.198083928,6250.119287,6250.395264,7.397052956,69.99267578,7.314585495,69.89135742,0.194908249,0.208422892,11183.54155
25.21749077,25.32146511,4.403562593,4.4294631,5949.95498,5952.053613,0.270822755,0.197475049,6248.452344,6250.305469,7.381479692,69.99206543,7.319619513,69.91149902,0.194996694,0.208581787,11212.12763
25.5033741,25.2788126,4.459944344,4.42169795,5933.30166,5942.382031,0.270065132,0.197091836,6249.87207,6250.598389,7.372985411,69.97070313,7.31520195,70.03112793,0.195085139,0.208740682,11157.64943
25.09103432,25.3763731,4.393879795,4.440897512,5940.464844,5940.693164,0.269389111,0.19667875,6251.852295,6250.550244,7.364758921,70.01281738,7.30865016,70.02197266,0.195173584,0.208899577,11232.38987
24.9280304,25.26473179,4.363671207,4.425189734,5944.689063,5940.114111,0.269028291,0.196494584,6250.285303,6250.98916,7.355849314,70.01281738,7.295488358,70.02563477,0.194865704,0.208466732,11208.75566
24.96839714,25.24124336,4.367660189,4.416505575,5940.759668,5940.428125,0.268130067,0.195558447,6249.92876,6248.546484,7.343717623,69.9786377,7.281098032,69.99633789,0.194557824,0.208033888,11186.32716
25.01885986,25.19850922,4.381303692,4.410227203,5937.306641,5937.928955,0.267598054,0.194785097,6251.694141,6250.314307,7.334629774,69.96154785,7.281560755,69.94567871,0.194249944,0.207601044,11241.64604
25.02294235,25.20001278,4.378697014,4.408396721,5936.244873,5935.716943,0.267097184,0.194227253,6249.434424,6247.882861,7.335848427,70.01220703,7.282513809,69.97253418,0.193942064,0.207168199,11194.31344
25.03688297,25.15472889,4.37839632,4.402358627,5931.151025,5934.765332,0.267083031,0.193727894,6248.707178,6250.745703,7.329365778,70.00732422,7.276998711,70.0213623,0.193634184,0.206735355,11236.0754
25.03864803,25.1481514,4.383989382,4.400988674,5933.374512,5941.261182,0.267152748,0.192942257,6249.279102,6249.507959,7.313314533,69.97467041,7.263453197,69.93347168,0.193326304,0.206302511,11221.68558
24.98050499,25.13073101,4.372747231,4.397742128,5930.973242,5937.194629,0.26724509,0.192472656,6251.100049,6246.251758,7.315595007,69.96154785,7.267087555,69.8815918,0.193018424,0.205869666,11199.35984
24.96429672,25.1108511,4.368997002,4.394144344,5938.709473,5933.660596,0.267389756,0.191785246,6250.869336,6247.224365,7.314585781,70.00915527,7.285065365,69.98413086,0.192710544,0.205436822,11251.27447
24.91138649,25.1213335,4.359397888,4.393476248,5941.303613,5934.806738,0.267514554,0.191325846,6253.006104,6252.268994,7.314368773,70.01342773,7.290748549,70.09460449,0.192402664,0.205003977,11200.92867
24.93406487,25.11364956,4.361473322,4.396639442,5935.645605,5938.2521,0.267233619,0.190721405,6249.895996,6250.733301,7.30560894,69.9798584,7.286518192,70.10681152,0.192094784,0.204571133,11219.95448
24.93477592,25.13759995,4.363569307,4.39601922,5933.39707,5938.306689,0.267356178,0.190413386,6251.15293,6251.082471,7.305375099,69.97924805,7.275226831,69.97924805,0.191786904,0.204138289,11230.93373
24.94027882,25.10756378,4.363908529,4.396892166,5940.673486,5942.250537,0.267211822,0.19032723,6247.417236,6253.110254,7.309770679,70.00732422,7.264002466,69.93347168,0.191479024,0.203705444,11224.779
24.98117256,25.06620483,4.372328568,4.388063192,5951.754932,5938.343457,0.267530173,0.190262552,6251.460791,6250.708203,7.301921558,70.00915527,7.269698954,69.9420166,0.191551651,0.203617859,11249.39577
24.9923315,25.11632195,4.372798729,4.390864944,5943.070508,5936.688623,0.267690304,0.190428825,6254.523633,6253.599707,7.294286871,69.98962402,7.282321024,69.98718262,0.191624278,0.203530273,11234.52902
24.96914787,25.09171944,4.369516611,4.39486351,5934.094531,5940.916406,0.267703006,0.190631206,6250.438574,6250.149902,7.297597456,69.97924805,7.290115547,70.05859375,0.191696905,0.203442688,11266.13744
24.96334496,25.03786793,4.370282078,4.382253742,5949.039502,5935.634521,0.26760889,0.190636535,6251.805518,6250.471826,7.29428215,70.00366211,7.286527348,70.08300781,0.191769531,0.203355103,11216.39214
24.92271137,25.11429996,4.35943799,4.392476892,5936.219531,5940.27627,0.267839244,0.190795228,6250.005371,6250.965967,7.295431566,70.00488281,7.273615694,69.95422363,0.191842158,0.203267517,11222.42379
24.87333279,25.03487587,4.353994417,4.379576302,5932.476953,5933.417578,0.267713004,0.19086564,6250.116406,6249.426221,7.289310932,69.99511719,7.274402761,69.90966797,0.191914785,0.203179932,11263.05221
24.81349564,25.01607513,4.342560482,4.376017046,5925.174658,5934.974707,0.267843989,0.190943247,6248.519287,6248.173682,7.293920279,69.99267578,7.294094896,70.0213623,0.191987411,0.203092346,11241.31905
24.80483017,25.04726143,4.343121338,4.381758022,5941.857373,5934.858594,0.267847621,0.191070732,6249.60166,6250.169971,7.291371775,69.98901367,7.292915201,70.08361816,0.192060038,0.203004761,11233.80414
24.76055031,25.02720795,4.329935884,4.366468906,5942.302393,5938.274561,0.267897514,0.191227952,6249.3396,6251.315576,7.293146753,70.00244141,7.29107914,70.01403809,0.192132665,0.202917175,11231.00882
24.631563,25.03485641,4.30645299,4.344970036,5940.007617,5939.5354,0.267740786,0.191194519,6245.11958,6250.368555,7.292850113,70.01037598,7.282622528,70.02502441,0.192205292,0.20282959,11238.55306
24.53436108,25.02874603,4.290546513,4.35705843,5947.626563,5939.327637,0.26749869,0.191417558,6242.976953,6248.916016,7.289996958,69.98168945,7.283617115,69.95483398,0.192277918,0.202742004,11199.75094
25.35259323,25.02236919,4.434025002,4.394631147,5934.000488,5935.133252,0.267766306,0.191512853,6249.603076,6248.894092,7.298431301,70.00366211,7.28557229,69.95300293,0.192350545,0.202654419,11262.90708
25.34510937,25.08910542,4.436442327,4.409088373,5934.444629,5933.166748,0.267952549,0.191682357,6249.657666,6248.966211,7.306552458,70.00793457,7.296688318,70.00854492,0.192302168,0.202770913,11227.35654
25.23816662,24.96489582,4.421664572,4.386295986,5932.990625,5934.612012,0.267963675,0.191840455,6250.268457,6250.600977,7.310165739,70.00488281,7.298936749,70.04089355,0.192253791,0.202887407,11225.57659
25.12997265,25.06038666,4.398692083,4.378551817,5943.025244,5940.256006,0.267997041,0.191954023,6249.762695,6250.434619,7.312094641,69.99389648,7.292112589,70.03234863,0.192205414,0.203003901,11252.74649
25.15675945,25.11929989,4.400580072,4.403325224,5921.676709,5938.977783,0.267867404,0.192192622,6248.930566,6249.841016,7.320443869,69.99450684,7.288960266,69.93408203,0.192157037,0.203120395,11209.76703
25.30706425,25.05256519,4.429095507,4.398484659,5941.402832,5935.849414,0.26792869,0.192326836,6249.325,6250.256348,7.32648921,70.00671387,7.29651475,69.96826172,0.19210866,0.203236889,11240.21307
25.38210602,25.04281425,4.445014238,4.389878559,5940.425293,5934.996631,0.267698756,0.192032734,6250.014209,6248.564502,7.328033066,70.01403809,7.304912758,70.02197266,0.192060282,0.203353383,11240.48658
25.16074028,25.03321075,4.404714727,4.384035301,5941.055859,5929.936572,0.267007858,0.191463771,6248.762207,6249.411328,7.326059723,69.97680664,7.304420233,70.03173828,0.192011905,0.203469877,11206.62979
25.0098917,25.0190752,4.377770138,4.380946159,5939.59458,5942.592773,0.266462582,0.190846595,6249.812451,6249.023438,7.340921164,69.99206543,7.300452948,70.01281738,0.191963528,0.203586372,11248.79878
24.99438744,25.04811306,4.375829744,4.38546176,5931.689014,5940.646289,0.265643039,0.190320545,6248.281299,6250.210352,7.340626907,69.99755859,7.303118896,70.01403809,0.191915151,0.203702866,11196.54522
24.87888279,25.02814007,4.351369143,4.379187775,5939.984521,5934.623535,0.265150338,0.189766613,6249.511963,6249.007227,7.340640116,69.99267578,7.306845951,70.00305176,0.191866774,0.20381936,11224.57356
24.86009827,24.99047031,4.353785801,4.375011587,5937.511572,5939.868506,0.264549524,0.189101383,6249.006689,6249.95874,7.350099182,69.972229,7.301329136,69.96582031,0.191818397,0.203935854,11233.05605
24.90171776,24.98838997,4.353328562,4.369293213,5949.831885,5936.335938,0.263909999,0.188464183,6248.787012,6249.706006,7.353525877,69.98291016,7.31219492,69.93835449,0.19177002,0.204052348,11208.05751
24.76649494,24.97936707,4.335335255,4.365010166,5929.630078,5932.345166,0.263270938,0.187775816,6251.559863,6251.107568,7.362917042,69.98413086,7.326264524,69.98962402,0.191870909,0.204134547,11240.27177
24.62204475,25.01054516,4.309909964,4.369757986,5929.925,5937.344531,0.262762138,0.187122929,6251.655566,6247.242383,7.382151222,69.97477214,7.326986504,69.9810791,0.191971798,0.204216746,11235.28174
24.85788803,24.99624043,4.349296379,4.368500805,5933.819043,5934.120947,0.262074828,0.186554313,6250.555811,6249.559229,7.389753485,70.00976563,7.343601131,69.9798584,0.192072688,0.204298945,11188.71033
24.84184456,25.00447025,4.346068382,4.367272902,5952.380469,5932.71377,0.261439511,0.186008659,6248.203076,6251.72832,7.398193216,70.00854492,7.351162338,70.01281738,0.192173577,0.204381144,11254.75305
24.80176525,25.00513668,4.33980217,4.375449419,5938.582373,5937.755078,0.260750231,0.185384686,6248.583203,6248.861426,7.402991819,69.99145508,7.354686689,69.9798584,0.192274467,0.204463343,11199.03322
24.81486263,25.01024914,4.343626833,4.373366261,5939.087109,5931.974609,0.260330409,0.185013664,6249.892285,6249.034961,7.402381229,69.96887207,7.36435504,69.9987793,0.192375356,0.204545542,11224.68949
24.81816559,25.06722031,4.343855333,4.386881161,5921.693213,5934.479004,0.259534124,0.184688775,6248.472754,6249.340527,7.42240653,69.9822998,7.366539574,69.97558594,0.192476245,0.204627741,11208.98669
24.87155399,25.03787956,4.351781034,4.396115971,5915.650537,5935.548096,0.258906594,0.184270023,6250.211768,6251.76709,7.430925608,69.99084473,7.370905066,69.90661621,0.192577135,0.204709941,11207.54447
24.86787434,24.95353699,4.353683233,4.37104311,5946.186963,5938.152979,0.258293149,0.183993362,6251.606348,6251.342334,7.439863014,69.99755859,7.40079689,70.00305176,0.192678024,0.20479214,11206.22285
25.24267216,24.9704855,4.409910297,4.366543913,5935.790527,5933.461182,0.257812649,0.184064284,6252.754736,6251.638867,7.448877287,70.00366211,7.414056492,70.13183594,0.192778914,0.204874339,11212.40406
25.6443737,25.00615692,4.489294291,4.37728858,5941.707422,5942.456201,0.257095927,0.183716165,6250.967041,6247.879443,7.451397753,69.99938965,7.406339693,70.05249023,0.192879803,0.204956538,11238.32862
25.65871391,24.99262486,4.486766195,4.373611069,5937.335449,5938.314746,0.256394696,0.183581091,6248.592773,6250.972412,7.45910058,69.97680664,7.397119522,69.92553711,0.192980693,0.205038737,11185.79666
25.45754585,24.99944706,4.460447788,4.368843079,5939.821436,5934.668018,0.255518395,0.183388992,6245.523486,6248.667139,7.471297598,70.00244141,7.41678977,69.91455078,0.193343735,0.20538254,11190.20075
25.03406563,25.00938263,4.383725452,4.366512537,5919.305566,5927.611865,0.255158556,0.183499998,6254.936816,6246.153613,7.481383419,69.99816895,7.438083506,69.99023438,0.193706777,0.205726342,11189.57607
24.8498167,25.03066082,4.346743202,4.380908918,5943.663525,5934.347266,0.254650292,0.18382038,6249.02583,6251.53584,7.490456676,69.98779297,7.444123554,70.07873535,0.194069819,0.206070145,11234.80777
24.80809231,25.04656124,4.344855928,4.381677961,5932.871338,5939.05,0.253971475,0.183990292,6248.565723,6249.991699,7.495925188,70.00671387,7.439169788,69.9798584,0.194432861,0.206413947,11167.54464
24.77855377,24.99746323,4.334642172,4.372252369,5937.515723,5936.649219,0.253128242,0.183760068,6249.496533,6249.271143,7.506260681,69.99389648,7.453344393,69.9822998,0.194795904,0.20675775,11165.45938
24.75079422,24.97555962,4.330029011,4.368091393,5931.276563,5933.054688,0.252531782,0.184050223,6249.022314,6249.371191,7.51400032,69.99084473,7.458863401,70.00488281,0.195158946,0.207101552,11195.30994
24.7375309,24.99335976,4.33186245,4.372861624,5929.871924,5934.822266,0.252091274,0.18467406,6249.128662,6249.491943,7.521222496,70,7.462400484,70.03845215,0.195521988,0.207445355,11164.72965
24.68713913,24.97899323,4.31916976,4.368359375,5928.582373,5936.324072,0.251238421,0.184886384,6247.884033,6248.043555,7.528004026,69.99145508,7.463539267,69.94018555,0.19588503,0.207789157,11170.62692
24.62261906,24.98609161,4.311268568,4.38136673,5934.427734,5931.694287,0.250716914,0.185371643,6247.1125,6247.542236,7.537074757,70.00183105,7.480142021,70.01403809,0.196248072,0.20813296,11187.81195
24.73194752,24.99035835,4.327377605,4.392745781,5935.671826,5932.942578,0.250530538,0.185749568,6253.340039,6249.223877,7.537708569,69.98779297,7.479200745,70.03051758,0.196611115,0.208476763,11160.33228
25.18849182,24.9983572,4.408663464,4.37067728,5940.851953,5931.794775,0.250309147,0.18598806,6248.451221,6246.98667,7.553374815,69.99816895,7.481712103,69.98596191,0.196974157,0.208820565,11175.30964
25.17713547,25.06547203,4.407512236,4.387239265,5938.791064,5935.358838,0.250388604,0.186143708,6247.288232,6247.881494,7.557110929,70.02868652,7.486216593,70.01831055,0.197337199,0.209164368,11168.6792
25.23502235,25.09404888,4.416411781,4.390200329,5926.083643,5936.072217,0.250579619,0.186535448,6252.025977,6249.763428,7.55396018,70.00732422,7.487415409,69.97741699,0.19732752,0.209018892,11164.97213
25.26948318,25.1624382,4.420373201,4.398346186,5936.853613,5937.973975,0.250883564,0.186899382,6248.371338,6249.445068,7.560500622,70.00305176,7.478693342,69.98718262,0.197317841,0.208873416,11207.94178
25.23854351,25.17532558,4.416017008,4.398247957,5937.728076,5933.628516,0.251362887,0.187294273,6251.071826,6249.367285,7.564149666,70.01312256,7.48240571,69.96643066,0.197308161,0.208727941,11167.91217
25.20534687,25.20770302,4.412783957,4.409009647,5933.415186,5935.337012,0.252157491,0.187400077,6250.813867,6247.295361,7.570765877,70.02380371,7.49219842,70.02685547,0.197298482,0.208582465,11151.00702
25.20824261,25.20323257,4.411143303,4.411478901,5928.662988,5935.25127,0.252654013,0.188042761,6247.237402,6247.765332,7.568087387,70.01647949,7.494350195,70.09155273,0.197288803,0.20843699,11163.87502
25.20947437,25.21656036,4.410574102,4.411099577,5932.45625,5937.056055,0.253101814,0.188473102,6247.958301,6251.0104,7.569710541,69.99450684,7.489210701,70.12695313,0.197279124,0.208291514,11195.18632
25.16029892,25.21996403,4.404336071,4.414414883,5916.982617,5940.305225,0.253573817,0.188528262,6248.524609,6248.889502,7.569282103,69.99145508,7.470355797,70.00915527,0.197269445,0.208146038,11115.47592
24.96518211,25.15943756,4.368001938,4.403031826,5931.456543,5939.802344,0.254070082,0.189047492,6250.455762,6248.765381,7.570569134,70.01098633,7.463366032,69.90356445,0.197259766,0.208000563,11180.51471
24.94340382,25.13781471,4.363761377,4.397497177,5943.428613,5934.580908,0.254456067,0.18951689,6250.156494,6251.311279,7.576798964,70.02075195,7.468536758,69.94140625,0.197250086,0.207855087,11126.73132
24.92415695,25.15872822,4.362685251,4.405721426,5932.525098,5935.751953,0.254712963,0.18961653,6250.344922,6250.693359,7.573377895,70.01525879,7.477108049,70.02929688,0.197240407,0.207709612,11142.938
24.90478287,25.2062748,4.360706997,4.409264278,5939.470361,5935.648486,0.255406779,0.190078722,6248.87041,6247.149316,7.568418694,69.98596191,7.48006258,70.07446289,0.197230728,0.207564136,11152.43606
24.72530727,25.44892826,4.326835585,4.48832798,5938.314014,5935.131982,0.255950817,0.190277894,6251.507617,6248.485205,7.571500063,69.99145508,7.471656036,70.05554199,0.197221049,0.20741866,11155.31932
24.55938053,25.24457474,4.301112461,4.428444004,5937.663135,5941.475342,0.256766629,0.19072687,6250.260986,6248.454785,7.57428565,70.03112793,7.461054707,70.00976563,0.197068049,0.207596915,11169.20675
24.50149746,25.21109505,4.288654041,4.412025595,5938.552637,5939.65459,0.25721015,0.191209283,6248.099268,6249.009619,7.571500063,70.02360026,7.449461842,69.9206543,0.196915049,0.20777517,11110.41283
24.49997444,25.1752594,4.288737869,4.405115747,5944.022852,5935.369971,0.257767102,0.19147061,6248.336279,6252.455469,7.562978029,70.00427246,7.456032896,69.9810791,0.196762049,0.207953425,11142.9682
25.52919655,25.15702801,4.459444904,4.401669073,5929.81416,5937.965479,0.2583565,0.19167482,6248.592334,6247.322021,7.561928654,70.00549316,7.455350399,69.98291016,0.196609049,0.20813168,11154.85951
26.70949535,25.17387428,4.684360218,4.399549294,5947.254248,5933.995264,0.25898411,0.191943789,6248.58877,6247.257275,7.559679079,70.00366211,7.459233999,70.06591797,0.19645605,0.208309935,11135.3458
25.09321709,25.24548931,4.395506954,4.414939117,5927.887061,5934.620752,0.259631729,0.192369564,6248.943115,6254.166602,7.562789297,70.00671387,7.456709719,70.09460449,0.19630305,0.20848819,11129.77483
24.9006918,25.26777115,4.359169769,4.424291134,5938.30708,5942.803418,0.260159835,0.192735833,6251.565234,6250.946143,7.555278587,70.00900269,7.447033834,70.05432129,0.19615005,0.208666445,11177.95885
24.76238918,25.18956776,4.334721994,4.409336996,5923.083301,5924.670801,0.260631654,0.192821658,6251.504346,6245.80332,7.542864561,69.99450684,7.440521336,70.02258301,0.19599705,0.208844699,11108.10732
24.70084019,25.1870636,4.321323681,4.405372667,5941.986816,5949.574756,0.260808647,0.193292823,6248.817627,6252.542041,7.550315762,69.98474121,7.429438782,70.01220703,0.19584405,0.209022954,11129.313
24.48844852,25.18371506,4.291764021,4.404755735,5952.206348,5939.317432,0.261390507,0.19375367,6249.358545,6247.899609,7.548123789,70.02441406,7.423226833,69.9609375,0.19569105,0.209201209,11162.1366
24.39962654,25.17713966,4.266195107,4.40196228,5928.822754,5937.74502,0.261708772,0.194120836,6250.163281,6248.087598,7.541242218,70.01037598,7.428355217,69.9597168,0.19553805,0.209379464,11119.03953
24.55959454,25.22515659,4.299238396,4.417115164,5933.718164,5934.245703,0.262139419,0.194555371,6249.57832,6248.402295,7.535621738,69.98901367,7.42873106,69.97436523,0.19538505,0.209557719,11124.51854
24.89556198,25.18143311,4.353605175,4.409640884,5936.62002,5935.658057,0.26251173,0.194942053,6249.740771,6249.247852,7.528765965,69.99298096,7.429301691,70.02502441,0.195334802,0.209514643,11153.69462
25.16938572,25.0687849,4.407519007,4.390241051,5932.051025,5941.639355,0.262622684,0.195121494,6248.802783,6250.659424,7.527756023,70.01159668,7.418651533,69.98901367,0.195284553,0.209471568,11140.56073
25.12471008,25.16580257,4.398197842,4.395537186,5946.062158,5936.921289,0.263020396,0.195405416,6250.883447,6248.686084,7.526926661,70.01037598,7.409039402,69.86083984,0.195234304,0.209428492,11121.72966
25.01201096,25.50696545,4.37635746,4.453782701,5927.657715,5932.901563,0.263370767,0.195674211,6252.079346,6249.497461,7.520456982,70.01800537,7.429614878,69.9407959,0.195184055,0.209385417,11161.69272
24.93682728,25.67352276,4.362725353,4.503050089,5946.312158,5933.725195,0.263962337,0.196360202,6252.228174,6252.657764,7.516616917,70.01220703,7.449946594,70.09521484,0.195133806,0.209342341,11154.93673
25.4201582,25.60902939,4.44993434,4.483655977,5948.456201,5937.854395,0.264514557,0.196848348,6250.860596,6251.972363,7.50894084,69.98840332,7.445655537,70.11047363,0.195083557,0.209299266,11159.23769
25.31611137,25.52999325,4.420261526,4.466292238,5924.876367,5946.143359,0.265143874,0.197425945,6249.120654,6251.606885,7.509807301,69.97619629,7.427587986,70.02990723,0.195033308,0.20925619,11137.55518
25.91511784,25.47886887,4.535968161,4.459806156,5945.040723,5937.096826,0.265628603,0.19804877,6249.114746,6247.335107,7.510533094,70.01831055,7.418856955,69.97192383,0.194983059,0.209213114,11149.02819
25.41599903,25.4224184,4.451175022,4.448389578,5947.329102,5935.221973,0.266304556,0.19867737,6247.832764,6246.852148,7.501947355,70.027771,7.417241621,69.89990234,0.19493281,0.209170039,11138.99807
24.96806393,25.40569534,4.370508575,4.44469862,5923.506494,5932.383984,0.266840446,0.199087809,6249.62876,6249.24585,7.496054697,69.99816895,7.42759366,69.97131348,0.194882562,0.209126963,11118.78887
24.87485847,25.47236671,4.352718067,4.448186445,5934.289404,5933.807959,0.267401788,0.199996302,6248.640381,6250.532324,7.490398169,69.99755859,7.437459993,70.09094238,0.194832313,0.209083888,11161.77147
24.84793091,25.39594326,4.348615789,4.448704958,5936.850781,5939.715137,0.26818572,0.200508022,6250.121631,6249.977881,7.484715796,69.99145508,7.436939859,70.14160156,0.194782064,0.209040812,11134.49104
