ТЭА R1A,ТЭА R1B,ТЭА/КК Р1А,ТЭА/КК Р1В,донор R1A,донор R1B,донор/КК Р1А,донор/КК З1В,нефрас R1A,нефрас R1B,ПП/нр Р1А,ПП/нр Р1В,водород R1A,водород R1B,Н2/ПП Р1А,Н2/ПП Р1В,пропилен R1A,пропилен R1B,К R1A,К R1B,давление R1A,температура R1A,давление R1B,температура R1B,Произв.
29.45022292,29.06191702,0.200774464,0.183823167,2.944663471,2.903269011,0.020075,0.01836383,6004.062341,6062.204382,1.052693757,1.052535368,0.228902848,0.166002508,3.62163E-05,2.60164E-05,6320.43894,6380.684521,146.683111,158.0971402,7.345640874,70.00198364,7.285384345,70.03005981,11194.6721
28.721382,29.03866773,0.197415175,0.1835923,2.873096788,2.907370478,0.019748106,0.018381382,6005.525195,6061.136621,1.052534269,1.052615175,0.228744681,0.164627206,3.61879E-05,2.58035E-05,6321.021069,6380.044385,145.4872048,158.1693115,7.341541409,69.99369303,7.269153154,69.98275757,11193.88304
29.22237825,28.97846642,0.202523496,0.183128127,2.918830985,2.896933359,0.020228739,0.018307041,6002.328223,6063.327612,1.053017617,1.052406918,0.228427546,0.163551798,3.61404E-05,2.56307E-05,6320.557361,6381.087927,144.2912986,158.2414828,7.348936427,69.99526978,7.255326366,69.99771118,11203.90515
29.16516457,29.02566195,0.203816238,0.183342758,2.918331206,2.901840097,0.020394306,0.018329689,6004.455347,6062.920593,1.052583541,1.052513496,0.228632708,0.162455254,3.6175E-05,2.5458E-05,6320.190869,6381.30575,143.0953924,158.3136541,7.380230355,69.97360229,7.250995731,70.01068115,11205.3435
29.24760966,29.07812476,0.204000446,0.183064048,2.925195444,2.903831112,0.020403075,0.01828134,6004.235657,6060.919189,1.05270392,1.052641676,0.228455709,0.161647327,3.61442E-05,2.53367E-05,6320.68241,6379.976135,143.3703225,158.8412642,7.418303955,69.98519897,7.253887808,69.97329712,11218.06583
29.14684448,29.15340447,0.202908512,0.182930353,2.916177619,2.906108028,0.020301246,0.018235104,6004.005347,6060.906677,1.05270684,1.052839457,0.228283155,0.160910788,3.61181E-05,2.52165E-05,6320.457495,6381.161694,143.6452526,159.3688743,7.456164134,69.99359131,7.283062232,70.0012207,11214.86748
28.19692483,29.62884617,0.195920574,0.185300173,2.818826872,2.954187506,0.019586043,0.018475625,6003.285583,6060.645068,1.05276861,1.052850713,0.228486159,0.16016902,3.61525E-05,2.51011E-05,6320.070618,6380.95448,143.9201827,159.8964844,7.496076024,69.99832153,7.314634061,69.99008179,11212.16482
29.06110954,30.03436003,0.202019762,0.185435094,2.906754851,3.000488323,0.020206452,0.01852531,6005.289246,6060.485486,1.05265805,1.052839012,0.227929379,0.159671057,3.60561E-05,2.5024E-05,6321.516064,6380.715552,143.8528054,161.9669689,7.536409724,69.98657227,7.347648966,69.9861145,11207.24077
28.66300573,30.45230246,0.199345692,0.185642375,2.866297603,3.047336173,0.019934549,0.018577076,6003.398999,6061.48479,1.052745913,1.052764683,0.227231254,0.159098962,3.5954E-05,2.4932E-05,6320.05376,6381.317114,143.7854281,164.0374534,7.578157818,69.9937439,7.372187161,70.01358032,11201.32021
28.34579229,30.87883139,0.197231956,0.185896182,2.834647441,3.084884816,0.01972367,0.018571568,6003.934058,6061.854871,1.052719091,1.052603763,0.226615914,0.158618917,3.58544E-05,2.4859E-05,6320.456006,6380.73125,143.7180509,166.1079379,7.618837476,69.99023438,7.388557506,69.98519897,11198.69142
29.15639558,31.23161621,0.194110277,0.186425396,2.913945466,3.127341652,0.019399749,0.018667491,6002.390588,6060.307947,1.052880794,1.052860662,0.226267808,0.158147409,3.5803E-05,2.47854E-05,6319.80177,6380.659839,150.2053167,167.5287642,7.671329474,69.98413086,7.405175519,69.97207642,11194.64736
29.56482096,31.39559622,0.188680412,0.185828188,2.955237597,3.139524651,0.018860099,0.018582612,6003.240466,6056.50498,1.053069271,1.053610885,0.226244967,0.157956932,3.57879E-05,2.47535E-05,6321.828064,6381.199573,156.6925826,168.9495905,7.714761662,70.01281738,7.441774404,70.00061035,11180.4543
30.57953467,31.66615286,0.187397739,0.185866499,3.057837266,3.169187886,0.018739062,0.01860175,6003.757483,6057.768359,1.052673896,1.053198797,0.226141629,0.157460321,3.57819E-05,2.46802E-05,6319.998779,6380.034351,163.1798484,170.3704168,7.732344103,70.02075195,7.475971854,69.91752625,11173.10808
31.40063763,31.71997466,0.18783343,0.181294637,3.140984946,3.170559895,0.018788853,0.018121247,6005.532996,6059.543506,1.052656563,1.053114115,0.2270763,0.15721983,3.59198E-05,2.46372E-05,6321.763721,6381.390796,167.172785,174.9636674,7.724226308,70.0177002,7.556983757,70.0705719,11181.47519
31.41117125,31.72927351,0.183513211,0.176708722,3.140271455,3.175347304,0.01834638,0.01768435,6005.31062,6060.683435,1.052488097,1.052843639,0.227849687,0.15698321,3.60492E-05,2.46018E-05,6320.517944,6380.952002,171.1657215,179.5569181,7.70068953,70.01159668,7.584706068,70.03677368,11174.98079
31.98751922,31.72385321,0.182620257,0.172271649,3.197908312,3.173002738,0.018257209,0.017230518,6003.303406,6060.516736,1.052744963,1.052897564,0.227894632,0.156441994,3.60596E-05,2.45164E-05,6319.947424,6381.103308,175.1586581,184.1501687,7.677383804,69.98555501,7.593172228,69.95819092,11167.41171
32.3854908,31.70042734,0.181215215,0.168443037,3.238314748,3.170507199,0.01812021,0.016846772,6005.274182,6059.546423,1.052736082,1.053036049,0.229424227,0.156396978,3.629E-05,2.45101E-05,6321.968811,6380.920825,178.7128684,188.1967219,7.676874876,70.00228882,7.628062057,70.0163269,11161.68689
32.77947292,31.71574831,0.179843081,0.164977154,3.277956164,3.171102798,0.017984357,0.01649526,6005.244568,6061.277075,1.052597431,1.05277473,0.229933489,0.156340294,3.63755E-05,2.45003E-05,6321.105005,6381.159338,182.2670787,192.243275,7.664681542,70.00640869,7.636345553,69.99160767,11159.07883
32.32602434,31.74229746,0.173962975,0.161711372,3.232934552,3.17326833,0.017398085,0.016166239,6005.716125,6063.792383,1.052418167,1.052248807,0.229618474,0.156186031,3.6329E-05,2.44782E-05,6320.524756,6380.618298,185.8212891,196.2898282,7.64874897,70.00549316,7.637014055,70.00823975,11154.55242
32.89359455,31.717729,0.176784283,0.161519767,3.28850987,3.170650101,0.017673862,0.016146259,6004.319568,6060.855408,1.052665238,1.052754759,0.229600061,0.15624326,3.6326E-05,2.44873E-05,6320.538489,6380.594373,186.0662842,196.3705722,7.63164804,69.99923706,7.635590792,70.00823975,11154.69366
32.90461779,31.71858897,0.176610981,0.161457758,3.290190959,3.17387107,0.017659645,0.016156018,6012.74967,6068.118616,1.051235352,1.051710253,0.230208815,0.156515187,3.64207E-05,2.45248E-05,6320.815015,6381.902563,186.3112793,196.4513161,7.617245364,69.98748779,7.629819047,69.96963501,11150.6574
32.55567546,31.50634103,0.174508606,0.160311458,3.259365135,3.165976727,0.017471217,0.016109213,6004.552954,6059.38429,1.05273958,1.05299286,0.230118921,0.156588317,3.64041E-05,2.45417E-05,6321.230554,6380.488391,186.5562744,196.5320601,7.614625132,69.99176025,7.640787101,70.02716064,11158.40703
32.97449841,31.79446621,0.176876119,0.161585936,3.295470488,3.181713408,0.017676995,0.016170114,6003.020679,6061.81731,1.052948626,1.052818502,0.229984745,0.15728536,3.6385E-05,2.46452E-05,6320.872375,6381.99342,186.4270796,196.765059,7.650852418,69.92828369,7.647658694,69.9949646,11155.93387
32.78163333,31.69120569,0.175963529,0.16087065,3.278002548,3.166429526,0.01759549,0.016073405,6004.312268,6062.046606,1.052798731,1.052716608,0.22979935,0.157217554,3.6353E-05,2.4636E-05,6321.332336,6381.617139,186.2978849,196.998058,7.734656942,70.01907349,7.652813756,69.99221802,11159.76384
33.17931385,31.74664998,0.178221772,0.160961719,3.318344849,3.172061431,0.017824398,0.016082971,6003.968994,6062.515698,1.052664871,1.05248502,0.229464963,0.15718511,3.63068E-05,2.46344E-05,6320.167249,6380.706958,186.1686901,197.2310569,7.763964808,70.01602173,7.6615484,69.9911499,11160.92022
32.55827065,31.71124892,0.174939768,0.160973844,3.254288924,3.167049599,0.017485712,0.016076697,6003.566138,6060.103394,1.052801045,1.052794298,0.22889683,0.156743834,3.62146E-05,2.45678E-05,6320.560706,6380.042297,186.111317,196.9962824,7.777079797,70.01556396,7.673307312,69.99572754,11150.03583
33.27114935,31.70169692,0.178825284,0.161117371,3.327584893,3.175650853,0.017885054,0.016139594,6006.080066,6062.360657,1.052601203,1.052676023,0.228841925,0.156758875,3.61977E-05,2.45638E-05,6322.007104,6381.701709,186.053944,196.7615079,7.777538431,70.00457764,7.678201246,70.00335693,11161.75388
32.86321964,31.72249546,0.176687234,0.161415676,3.285791284,3.167986494,0.01766587,0.016119876,6004.433069,6061.127869,1.052564878,1.052755404,0.228865017,0.156853928,3.62125E-05,2.45818E-05,6320.055359,6380.88512,185.9965709,196.5267334,7.774945199,69.91485596,7.687832844,70.00991821,11155.00152
32.60582247,31.73828173,0.169189016,0.157888671,3.25967288,3.17256667,0.016914183,0.015782591,6001.793542,6062.493909,1.053155774,1.052601831,0.22879692,0.156669541,3.61973E-05,2.4551E-05,6320.823523,6381.392188,192.7183172,201.0168402,7.930639517,69.92126465,7.695699811,70.00564575,11165.69737
33.216539,31.71096988,0.166548979,0.154306073,3.322460991,3.17484172,0.016658945,0.015448829,6004.308289,6060.314307,1.052788837,1.052795389,0.22870632,0.156571015,3.61804E-05,2.45399E-05,6321.268738,6380.270959,199.4400635,205.5069469,8.036891675,70.07667542,7.701152265,70.01449585,11163.33168
32.89296436,31.72236018,0.159549261,0.151060977,3.288870651,3.176504159,0.015952861,0.015126423,6006.547888,6062.611707,1.052348665,1.05256064,0.228213093,0.156221104,3.61041E-05,2.44812E-05,6320.982654,6381.266455,206.1618097,209.9970537,8.023623443,70.06240845,7.68738426,69.99008179,11160.32795
32.86054182,31.71424127,0.159033024,0.151409772,3.286994344,3.172821224,0.015907852,0.015147647,6004.9354,6064.368958,1.052491915,1.05212337,0.228349287,0.156143704,3.61304E-05,2.44722E-05,6320.145959,6380.464307,206.6271584,209.4596724,7.964090478,70.04231771,7.667367506,70.01144409,11160.81274
32.72473888,31.72060709,0.158019908,0.151829692,3.271988654,3.172198892,0.015799648,0.015183631,6001.615137,6056.797021,1.053478559,1.053646583,0.228635445,0.156300041,3.61618E-05,2.44918E-05,6322.572864,6381.723486,207.0925071,208.9222911,7.882143152,70.02670288,7.648407328,70.01358032,11152.13311
33.11059332,31.72157435,0.159524645,0.152225871,3.311264384,3.172566098,0.015953452,0.015224548,6006.312598,6063.783899,1.052366501,1.052404642,0.229484703,0.156371637,3.6306E-05,2.45037E-05,6320.842175,6381.554321,207.5578558,208.3849099,7.790786576,70.01075745,7.625165892,70.01785278,11150.76424
32.90975227,31.90208306,0.237130389,0.153445744,3.28981427,3.183978963,0.023704674,0.015314612,6005.508105,6062.68175,1.052546939,1.052579337,0.230774757,0.15664278,3.65088E-05,2.45466E-05,6321.079175,6381.45354,138.7833605,207.9046464,7.70438832,70.00793457,7.60312829,70.00808716,11150.52513
32.60345697,32.22752256,0.465704691,0.155369982,3.256535172,3.180112904,0.04651604,0.015331432,6008.404919,6063.109424,1.052145474,1.05235142,0.231545637,0.157199275,3.6627E-05,2.46374E-05,6321.71604,6380.521814,70.00886526,207.424383,7.627088499,69.95254517,7.57735343,69.97009277,11165.95943
33.16953754,32.41253796,26.87163261,0.15662459,3.318320936,3.239614761,2.688270856,0.015654539,6001.979346,6063.637854,1.053151051,1.052524752,0.231537371,0.157341652,3.66299E-05,2.46535E-05,6320.990857,6382.128931,1.234370015,206.9441195,7.652741504,69.95788574,7.563610387,70.02441406,11170.39301
32.91048756,32.62829418,0.48725658,0.157130327,3.291875309,3.280079424,0.048737896,0.015796105,6003.518323,6061.916028,1.052717573,1.05264127,0.231350168,0.157121995,3.6606E-05,2.46233E-05,6320.009241,6381.022986,67.54241797,207.6511563,7.671439731,70.02639771,7.548320949,70.02059937,11177.91998
33.12267742,32.71651325,0.247460307,0.157020527,3.313983011,3.273980939,0.024758846,0.015713233,6005.332422,6062.036279,1.052698388,1.052717579,0.2311509,0.157105623,3.65641E-05,2.46185E-05,6321.80376,6381.612158,133.8504659,208.3581931,7.64451896,70.01754761,7.52779187,69.98626709,11183.66823
32.95603571,32.79112701,0.164649682,0.156846392,3.296888024,3.282549363,0.016471385,0.015701077,6006.182922,6062.382556,1.052348145,1.052381379,0.230618347,0.157023286,3.64868E-05,2.4612E-05,6320.595459,6379.938513,200.1585138,209.0652299,7.60703516,70.00823975,7.521380043,70.01281738,11190.92087
32.94628363,32.8584815,0.164170239,0.157842669,3.295423937,3.288842148,0.016420988,0.015798649,6003.651672,6062.577673,1.052696283,1.052569212,0.230236921,0.1570265,3.64298E-05,2.46074E-05,6320.021802,6381.282605,200.6836548,208.1723633,7.588945735,69.99252319,7.507565093,69.99511719,11193.88639
32.91924591,32.88522978,0.16360739,0.158651629,3.292041808,3.290431792,0.016361322,0.015874372,6005.846313,6062.039587,1.052578066,1.052580395,0.22985054,0.157104558,3.63594E-05,2.46215E-05,6321.622095,6380.784021,201.2087957,207.2794966,7.566660404,70.01556396,7.499678838,69.98840332,11182.5915
32.74272194,32.91077738,0.162306464,0.15946177,3.271992964,3.29623481,0.016219348,0.015971164,6003.781848,6060.640039,1.052589627,1.052751679,0.229201275,0.156879567,3.62688E-05,2.45879E-05,6319.518494,6380.348975,201.7339367,206.38663,7.532379234,70.01200358,7.49228164,69.99252319,11199.27774
33.21491365,32.90259514,0.165183193,0.158838746,3.324488473,3.298739153,0.016533224,0.01592481,6004.387183,6059.975647,1.05334041,1.052791634,0.22936994,0.158020614,3.6266E-05,2.47685E-05,6324.66366,6379.891663,201.0792569,207.1446422,7.504338872,69.99008179,7.495491517,69.99359131,11212.19062
32.74461498,32.8487772,0.163376246,0.158000759,3.27554931,3.28079204,0.016343052,0.015780424,6005.315637,6062.796777,1.052450194,1.052563344,0.230197082,0.160023895,3.64219E-05,2.50763E-05,6320.295605,6381.477649,200.4245772,207.9026545,7.496397686,70.00320435,7.50252558,70.00579834,11206.48356
32.95907955,32.78314495,0.164985215,0.157112241,3.295874256,3.283430719,0.016498353,0.015735743,6005.632361,6061.456812,1.052564011,1.052820475,0.230211547,0.160551253,3.64183E-05,2.51584E-05,6321.312488,6381.625842,199.7698975,208.6606667,7.488768625,70.00213623,7.51338501,69.99893188,11211.65766
33.01312742,32.87441654,0.169434138,0.160614542,3.301414096,3.288896197,0.016943934,0.016068561,5995.490125,6033.151233,1.052773283,1.051319197,0.229970669,0.159709085,3.64345E-05,2.51797E-05,6311.891821,6342.767712,194.8434226,204.6789551,7.466712642,70.01205444,7.510463464,70.01983643,11158.57877
32.90271301,32.86793737,0.173247903,0.163768753,3.290566993,3.299255133,0.017326347,0.016438966,5985.840747,5987.714978,1.052646009,1.052318293,0.229596974,0.158528826,3.64383E-05,2.51594E-05,6300.971375,6300.982007,189.9169478,200.6972434,7.44926101,69.97833252,7.488679445,69.99130249,11107.4166
33.06136956,32.91377373,0.178719309,0.167316599,3.29005515,3.190443313,0.017784998,0.016218563,5984.082483,5982.115491,1.052770503,1.053197578,0.23067341,0.159861664,3.66156E-05,2.53735E-05,6299.865527,6300.349548,184.990473,196.7155318,7.460805559,69.98199463,7.515875185,69.96368408,11108.33417
33.08071165,32.95928316,0.178743062,0.167458843,3.308910161,3.336550772,0.017878839,0.016952278,5985.296338,5986.040112,1.052652584,1.052732211,0.231136912,0.16030778,3.66859E-05,2.54388E-05,6300.437659,6301.697241,185.0741022,196.8202015,7.486995625,69.98474121,7.557288778,69.99984741,11107.25388
32.8270401,32.96626444,0.1772923,0.167405286,3.280750692,3.291688305,0.017718681,0.016715452,5984.0125,5983.347791,1.052772834,1.052920195,0.23065282,0.159966247,3.66127E-05,2.53915E-05,6299.805798,6299.98772,185.1577315,196.9248713,7.519547701,69.99023438,7.590608644,69.98901367,11097.128
32.98704309,32.99454947,0.178076014,0.167459911,3.301779199,3.290790558,0.017824201,0.016702016,5987.74884,5986.164246,1.052558375,1.052638929,0.230251461,0.159537676,3.65336E-05,2.53183E-05,6302.455188,6301.269519,185.2413608,197.029541,7.546317232,70.00961304,7.608324313,69.98840332,11086.56184
33.03362789,32.97401114,0.174632293,0.164414318,3.301840872,3.2968458,0.017455184,0.016438663,5985.01366,5983.421802,1.052486615,1.05269745,0.229481121,0.159043727,3.64305E-05,2.52501E-05,6299.146765,6298.732874,189.1610496,200.5543768,7.545644104,70.00427246,7.628785133,70.01449585,11074.09176
33.00445671,32.98691978,0.170936039,0.161637824,3.299333644,3.304682446,0.017087845,0.016193136,5985.743872,5984.741577,1.052630251,1.052575361,0.229111845,0.158863501,3.63625E-05,2.52189E-05,6300.775073,6299.391528,193.0807384,204.0792125,7.537376702,70.00991821,7.627617741,70.02410889,11058.08358
32.8994483,32.9983326,0.167001913,0.158948406,3.289710337,3.29371537,0.016699001,0.015865372,5985.87959,5985.123743,1.052555469,1.05259345,0.228668079,0.158631237,3.62938E-05,2.518E-05,6300.4703,6299.902051,197.0004272,207.6040483,7.51896832,70.00320435,7.613687325,70.01831055,11036.74976
33.31210814,32.97802219,0.168695007,0.158851206,3.33257131,3.310906464,0.01687639,0.015948242,5984.932715,5985.872595,1.052642495,1.052530769,0.228177664,0.158386894,3.62187E-05,2.51395E-05,6299.994507,6300.315088,197.469438,207.6032215,7.502062678,70.00205994,7.593334568,69.99816895,11031.51055
32.74762526,32.9914403,0.165443477,0.158916473,3.274588227,3.286058635,0.016543467,0.015828616,5984.82041,5986.36167,1.052543391,1.052329352,0.227873337,0.158432171,3.61745E-05,2.51495E-05,6299.283167,6299.624097,197.9384488,207.6023948,7.484889889,69.99832153,7.57479887,70.0062561,11037.84539
33.10188732,33.01232014,0.166837917,0.159017682,3.310894525,3.313504899,0.016687349,0.015960886,5990.959021,5988.688696,1.051465911,1.051989605,0.227158727,0.159990555,3.6061E-05,2.53952E-05,6299.289185,6300.038257,198.4074596,207.601568,7.47215575,70.00279744,7.54882437,70.0138855,11024.17534
33.18647165,33.03179178,0.168042276,0.15924213,3.320776755,3.308640778,0.016815011,0.015950543,5985.721741,5987.381799,1.052598825,1.052055548,0.226501934,0.162112308,3.59495E-05,2.5736E-05,6300.563672,6299.05824,197.488825,207.4312356,7.460431778,70.00183105,7.520863414,70.0100708,11006.06357
33.00037918,33.00563126,0.167880893,0.159246779,3.300822693,3.299807471,0.016792082,0.015921032,5984.473145,5985.065906,1.052679525,1.05253478,0.225407153,0.163081988,3.57804E-05,2.58881E-05,6299.732349,6299.490027,196.5701904,207.2609031,7.450719619,69.99913534,7.490336764,70.01922607,11012.70568
32.82162409,32.97603645,0.167755498,0.159234852,3.282706773,3.302493137,0.016778332,0.015947096,5983.511023,5984.85603,1.05275922,1.052675933,0.224734807,0.163587901,3.56767E-05,2.59659E-05,6299.196399,6300.113904,195.6515558,207.0905706,7.431611216,70.00961304,7.452214849,70.03005981,11009.61796
33.02625303,33.01929655,0.168510307,0.159448117,3.30225454,3.302484095,0.016849139,0.015947489,5984.393286,5985.806909,1.052635699,1.052228552,0.224438432,0.163723696,3.56286E-05,2.59943E-05,6299.386011,6298.436938,195.9895131,207.0848944,7.411084712,70.00930786,7.392921185,69.98458862,11003.57927
32.83595104,32.9282722,0.167250925,0.159012925,3.283541608,3.299058419,0.01672482,0.015931383,5981.98396,5986.228809,1.052884203,1.052361684,0.22385409,0.163423696,3.55418E-05,2.59416E-05,6298.336414,6299.677832,196.3274703,207.0792181,7.396251917,69.9899292,7.36393472,70.0213623,11005.83995
33.05130129,33.01591778,0.168058523,0.159440542,3.301611632,3.301199633,0.016787962,0.01594216,5984.962451,5985.015271,1.052647596,1.052675147,0.223320918,0.162455264,3.54474E-05,2.57854E-05,6300.056335,6300.276831,196.6654275,207.0735418,7.407571518,69.99954224,7.338717616,70.00671387,11012.28526
33.1696022,32.98638697,0.168844813,0.159187246,3.318553174,3.300566411,0.01689259,0.015928027,5983.588733,5984.08335,1.052649803,1.052630151,0.222884156,0.161796189,3.53862E-05,2.56859E-05,6298.623499,6299.026563,196.4502286,207.2175237,7.420865238,69.99725342,7.330780256,69.99389648,11012.34536
33.12652979,33.01806917,0.168810481,0.159229501,3.309275752,3.301195413,0.016863838,0.015920001,5984.889795,5985.328577,1.052738324,1.052602121,0.222380174,0.161178393,3.52955E-05,2.55832E-05,6300.522852,6300.169556,196.2350297,207.3615057,7.435540175,69.98794556,7.32641654,70.0213623,11004.07274
32.69683933,33.01011791,0.166803732,0.159080698,3.269721115,3.29741441,0.016680563,0.015890734,5984.072461,5984.502075,1.052601172,1.052649467,0.22184682,0.160596762,3.52203E-05,2.54932E-05,6298.841687,6299.582922,196.0198309,207.5054876,7.457704449,69.99023438,7.326338649,69.94384766,11000.20175
33.04327536,33.0155549,0.168345248,0.159021503,3.303347647,3.301775545,0.016829533,0.01590321,5985.566821,5986.385242,1.052540193,1.052564906,0.221607654,0.160195774,3.51755E-05,2.54236E-05,6300.049658,6301.059021,196.2827925,207.6169212,7.478498137,70.00213623,7.342263269,70.02212524,11005.25831
32.9003437,33.04573727,0.167392798,0.159081495,3.289959234,3.303975493,0.016738898,0.01590527,5984.736523,5984.696216,1.052849404,1.052759666,0.221446895,0.159683569,3.51446E-05,2.53448E-05,6301.026282,6300.44679,196.5457542,207.7283547,7.489817941,70.00289917,7.339656258,69.98352051,11006.87735
33.3439559,32.98253345,0.169423167,0.158692105,3.33464672,3.298400563,0.016943593,0.015869919,5984.615283,5985.850073,1.052628521,1.05245768,0.221282521,0.159024616,3.51266E-05,2.52426E-05,6299.576733,6299.853882,196.8087158,207.8397883,7.499923885,70.01144409,7.350030136,70.04455566,11014.74893
32.68115807,33.01378374,0.166626095,0.15911789,3.267633694,3.292897767,0.016660151,0.015870915,5983.720703,5982.040002,1.052964423,1.053230683,0.221467484,0.158905824,3.515E-05,2.52213E-05,6300.64502,6300.468079,196.1346935,207.4800249,7.50472883,70.00366211,7.343163621,69.97711182,10999.18869
33.32611723,33.01674156,0.170500372,0.159408555,3.332536483,3.30446074,0.017049652,0.015954309,5984.078601,5985.825903,1.052654154,1.052457142,0.222136016,0.159074356,3.52644E-05,2.52506E-05,6299.165198,6299.82522,195.4606712,207.1202615,7.501471436,70.00091553,7.34044348,70.01449585,10997.04895
32.87591352,33.0019331,0.168779091,0.159614305,3.288576514,3.305102706,0.016882967,0.015985175,5985.204431,5985.119556,1.052765482,1.052641935,0.222314527,0.158998328,3.52823E-05,2.52371E-05,6301.016626,6300.18783,194.7866488,206.760498,7.499698102,70.00198364,7.332300413,70.03051758,11006.66753
32.78340292,33.0379509,0.167806835,0.159699452,3.277567112,3.304125911,0.016776726,0.015971544,5983.707007,5984.287988,1.052872555,1.052482774,0.224272435,0.160962715,3.55983E-05,2.55563E-05,6300.080884,6298.360022,195.3639304,206.8757935,7.498636794,70.0138855,7.324728799,70.02853394,11008.0256
33.02668991,32.96691532,0.168554076,0.159267317,3.302678537,3.297986722,0.016855456,0.015932989,5985.717615,5984.603613,1.052442141,1.052718511,0.226828436,0.163654961,3.60067E-05,2.59766E-05,6299.62146,6300.103003,195.941212,206.9910889,7.473646176,69.99786377,7.299426341,69.98626709,11013.0375
33.00963717,33.00591784,0.167972167,0.159366974,3.30114646,3.303605568,0.016798147,0.015951249,5986.214392,5987.185571,1.052551555,1.052494622,0.22927487,0.165891558,3.63882E-05,2.63258E-05,6300.799268,6301.480615,196.5184937,207.1063843,7.450556934,70.00312805,7.277214909,69.99725342,11014.41039
33.32634296,33.01315823,0.169458818,0.162160181,3.333282954,3.298677236,0.01694918,0.016203057,5986.38645,5984.974683,1.052405493,1.052708401,0.231721996,0.167635864,3.67807E-05,2.6607E-05,6300.105981,6300.43313,196.6633745,203.5836293,7.430599546,70.01083374,7.275170755,69.9848938,11021.45215
32.69992685,32.97322283,0.166151195,0.164815949,3.270558387,3.298081529,0.016617994,0.01648539,5985.836621,5985.928137,1.052529146,1.052478298,0.234380611,0.168801184,3.72017E-05,2.67936E-05,6300.267505,6300.05946,196.8082553,200.0608742,7.407305872,70.00559489,7.278146946,70.00823975,11038.11891
33.11843629,33.01681232,0.168153892,0.167991901,3.31461857,3.299743956,0.016829479,0.016789333,5984.418225,5982.775586,1.052602349,1.052841664,0.236823792,0.168983615,3.75958E-05,2.68274E-05,6299.212683,6298.915405,196.9531361,196.5381192,7.381896591,69.99969482,7.284123623,69.97573853,11031.02563
33.21656027,32.98883953,0.168929351,0.168000818,3.320908463,3.299648714,0.016889133,0.016803976,5984.429285,5985.264978,1.052638316,1.05264975,0.239116171,0.168625817,3.79583E-05,2.67644E-05,6299.439563,6300.387683,196.6298939,196.3611839,7.358378708,70.00335693,7.298872745,70.00793457,11040.95865
32.93785372,33.0216423,0.167787762,0.168319539,3.293063968,3.302517569,0.016775101,0.016833755,5985.456116,5985.093262,1.052679768,1.052637387,0.241064934,0.167978827,3.82596E-05,2.66627E-05,6300.768555,6300.132935,196.3066517,196.1842485,7.332154584,70.00793457,7.306389141,69.99221802,11046.75548
32.781042,32.98704205,0.167264372,0.168294956,3.278125381,3.298608208,0.016726545,0.016829006,5984.890039,5982.677527,1.052616539,1.05280978,0.242242084,0.166926576,3.84524E-05,2.65021E-05,6299.794238,6298.621411,195.9834095,196.0073131,7.308720493,70.00030518,7.327084458,70.03433228,11056.76526
33.15857887,33.00178299,0.16878237,0.168292678,3.315322822,3.298843569,0.016875513,0.016822461,5986.083582,5985.140747,1.052659341,1.052748432,0.243115293,0.166053241,3.85817E-05,2.63541E-05,6301.306799,6300.847534,196.4575972,196.0975564,7.287884974,70.00244141,7.33649981,69.96398926,11073.64521
32.95192728,32.9886754,0.167326607,0.168148455,3.296876031,3.299566287,0.016741208,0.016818407,5988.935559,5987.875781,1.051973877,1.052151841,0.243714526,0.165721602,3.86836E-05,2.63044E-05,6300.20376,6300.154529,196.9317849,196.1877996,7.26604408,69.99389648,7.351721752,70.00640869,11073.09568
32.90346031,33.01616726,0.166679153,0.168211211,3.289515191,3.300454366,0.016663707,0.016815199,5983.87511,5984.024207,1.052652191,1.052763777,0.242649517,0.165342164,3.85223E-05,2.62458E-05,6298.939246,6299.763928,197.4059726,196.2780429,7.251595581,70.00152588,7.366183317,69.98458862,11078.37337
33.05483913,32.99278107,0.167972787,0.167952607,3.306876308,3.300434309,0.016804354,0.016801146,5985.461414,5984.06925,1.052667691,1.052804373,0.241231549,0.165347607,3.82865E-05,2.62454E-05,6300.701843,6300.054272,196.7868708,196.4410178,7.24688257,69.99832153,7.388122714,70.01220703,11087.22114
32.94304419,32.98749285,0.167933011,0.167786485,3.294859231,3.298068219,0.016796129,0.016775184,5985.862952,5984.850281,1.052609255,1.052672557,0.239938534,0.165850722,3.80808E-05,2.63251E-05,6300.774744,6300.087646,196.167769,196.6039928,7.244652081,69.99969482,7.395215249,69.99420166,11090.7591
32.97964745,33.00148611,0.168651865,0.167718629,3.297207302,3.301027459,0.016861313,0.016776329,5790.753418,5820.801208,1.049906132,1.045561233,0.231922506,0.160988513,3.81467E-05,2.64523E-05,6079.747522,6086.004089,195.5486672,196.7669678,7.224107206,69.92774963,7.389226687,70.00411987,10658.5271
33.26240034,33.01066408,0.169723517,0.167886877,3.326416421,3.303028619,0.016973252,0.016798667,5473.531628,5506.498218,1.05249885,1.052001294,0.219436616,0.152533987,3.80908E-05,2.63315E-05,5760.885742,5792.84325,195.9799139,196.6244451,7.184157157,69.99176025,7.26889019,69.95986938,10054.19162
