feature,importance_xgb
пропилен R1B,0.19685744
пропилен R1A,0.08800645
нефрас R1B,0.07684594
нефрас R1A,0.06050746
K/ПП R1B,0.05891583
донор/КК З1В,0.054228462
ТЭА/КК Р1В,0.04763471
K/ПП R1A,0.043371614
давление R1B,0.04039696
давление R1A,0.039423075
Н2/ПП Р1В,0.03735698
водород R1A,0.036659136
ПП/нр Р1В,0.035110123
водород R1B,0.035101783
ТЭА/КК Р1А,0.03289079
Н2/ПП Р1А,0.03227978
донор/КК Р1А,0.03205402
ПП/нр Р1А,0.020965148
температура R1A,0.017293736
температура R1B,0.014100497
