ТЭА R1A,ТЭА R1B,ТЭА/КК Р1А,ТЭА/КК Р1В,донор R1A,донор R1B,донор/КК Р1А,донор/КК З1В,нефрас R1A,нефрас R1B,ПП/нр Р1А,ПП/нр Р1В,водород R1A,водород R1B,Н2/ПП Р1А,Н2/ПП Р1В,пропилен R1A,пропилен R1B,К R1A,К R1B,давление R1A,давление R1B,Произв
26.10416656,27.43091011,0.128225592,0.134309495,3.653507638,3.836275178,0.017946299,0.018783488,5890.188574,5889.929309,1.052562847,1.052430075,0.246102159,0.177712911,3.97e-05,2.87e-05,6199.793652,6198.738745,203.5800049,204.2365662,7.314801192,7.414097035,11234.69089
26.1394413,27.43302226,0.128545856,0.134655008,3.657745242,3.839471871,0.017987683,0.01884605,5890.640491,5889.733337,1.052508762,1.05273967,0.245506878,0.177752374,3.96e-05,2.87e-05,6199.950732,6200.355933,203.3472107,203.7281982,7.311651671,7.431193995,11234.42964
26.28516531,27.36573691,0.129183413,0.134427806,3.6782332,3.829324758,0.018077372,0.018810666,5888.785498,5889.468518,1.052646567,1.052881666,0.245447048,0.178246671,3.96e-05,2.87e-05,6198.809839,6200.913428,203.4716736,203.5719971,7.314642453,7.43685559,11232.31377
25.99403849,27.39005313,0.127674517,0.134650571,3.638046604,3.833197165,0.017868937,0.018844147,5891.025562,5889.682556,1.052599038,1.052532532,0.245959273,0.179347105,3.97e-05,2.89e-05,6200.887842,6199.082495,203.5961365,203.4157959,7.31542902,7.4441365,11233.06394
26.14997902,27.46934962,0.128361978,0.135144172,3.661706549,3.843399388,0.01797416,0.018908821,5890.618591,5890.132397,1.052588343,1.052686901,0.246592245,0.180780986,3.98e-05,2.92e-05,6200.39646,6200.465222,203.7205994,203.2595947,7.31390084,7.454182303,11225.41978
26.31002264,27.44700747,0.129470077,0.135361564,3.683566058,3.838490117,0.018126612,0.018930443,5889.759839,5890.564026,1.052669943,1.052623522,0.247380674,0.182309953,3.99e-05,2.94e-05,6199.973157,6200.546252,203.2131531,202.768103,7.31486212,7.459440887,11220.93186
26.16130414,27.40156937,0.129060521,0.135465832,3.662915558,3.836334527,0.018070116,0.018965784,5889.967114,5890.604431,1.052595079,1.052661942,0.248343958,0.184184793,4.01e-05,2.97e-05,6199.750403,6200.8151,202.7057068,202.2766113,7.3110322,7.461310637,11226.94872
26.03425503,27.34965787,0.128756078,0.135538527,3.645355839,3.82578035,0.018028621,0.018959675,5889.029602,5890.117798,1.052785351,1.052526862,0.249339753,0.186295416,4.02e-05,3.01e-05,6199.884094,6199.507202,202.1982605,201.7851196,7.302741611,7.454085529,11222.49751
26.23990178,27.5014102,0.129358219,0.136594608,3.673344922,3.845585227,0.018108961,0.019100337,5889.935364,5889.757593,1.052721692,1.052676847,0.250270392,0.188250436,4.04e-05,3.04e-05,6200.46272,6200.01145,202.8468079,201.3359863,7.29802289,7.450091636,11228.83087
26.17857666,27.42618971,0.128644591,0.136525558,3.66685468,3.836797452,0.018019353,0.019099296,5890.942371,5890.00708,1.052523022,1.052675113,0.251040943,0.189958728,4.05e-05,3.06e-05,6200.352466,6200.263867,203.4953552,200.886853,7.28709234,7.443181241,11235.2371
26.0275455,27.55143142,0.127496071,0.13745632,3.644243014,3.855681276,0.017851344,0.019236306,5887.717456,5890.476318,1.052805403,1.052558648,0.251840124,0.191591847,4.06e-05,3.09e-05,6198.620752,6200.07179,204.1439026,200.4377197,7.283216655,7.431363654,11229.63346
26.30118613,27.52885189,0.128529474,0.137195802,3.683895516,3.854430616,0.018002578,0.019209363,5891.481616,5890.96582,1.052572034,1.052490701,0.252324757,0.192509611,4.07e-05,3.1e-05,6201.208789,6200.186743,204.6315552,200.6537476,7.274482465,7.423106575,11238.44172
26.11453648,27.24266901,0.12731395,0.135623535,3.655938226,3.827851617,0.017823481,0.019056384,5889.891089,5889.689038,1.052645275,1.052808032,0.252244166,0.193288581,4.07e-05,3.12e-05,6199.966028,6200.711926,205.1192078,200.8697754,7.260482812,7.412841725,11244.78665
26.18090982,26.60872083,0.127334807,0.132325208,3.663301992,3.726749682,0.017817022,0.018533132,5893.556689,5888.642908,1.052115811,1.052850194,0.25189416,0.193447199,4.06e-05,3.12e-05,6200.704175,6199.858826,205.6068604,201.0858032,7.25061996,7.479618371,11240.03631
26.12339435,26.99504256,0.12750822,0.131260432,3.656689316,3.780576068,0.017848291,0.018382636,5890.39353,5887.053308,1.052630811,1.053113052,0.25158956,0.193002646,4.06e-05,3.11e-05,6200.409717,6199.732678,204.8761597,205.6601685,7.245458376,7.591787541,11238.97628
25.97314692,27.74754114,0.127228629,0.131983745,3.63643263,3.872060448,0.017812949,0.018417814,5889.932178,5886.014514,1.052660964,1.053433196,0.251074932,0.191242787,4.05e-05,3.08e-05,6200.101685,6200.523083,204.145459,210.2345337,7.239348996,7.707708216,11239.92323
26.30224252,28.35395117,0.129303511,0.131996166,3.682748604,3.965517104,0.018104628,0.018460674,5890.253125,5890.264661,1.052771275,1.052763508,0.250106098,0.18904944,4.03e-05,3.05e-05,6201.089294,6201.055688,203.4147583,214.8088989,7.233999097,7.720787764,11228.20603
26.03841696,28.78750558,0.128082015,0.201010407,3.645359743,4.024446088,0.01793139,0.028100925,5890.428845,5892.790747,1.052560802,1.052278193,0.249729474,0.186497763,4.03e-05,3.01e-05,6200.034509,6200.8552,203.294873,143.2140055,7.232695246,7.683931661,11216.6325
26.2056448,28.99533434,0.12849805,0.200494033,3.674069393,4.072112525,0.018015613,0.028157436,5890.004919,5892.049976,1.052661856,1.052353628,0.249410486,0.178067613,4.02e-05,2.87e-05,6200.183508,6200.520166,203.9380737,144.6194376,7.348470414,7.826452637,11198.77456
26.37993207,29.02840109,0.129073241,0.13382259,3.695468652,4.066171992,0.0180814,0.018745286,5889.774194,5889.426807,1.05277448,1.052682048,0.248989539,0.176304809,4.02e-05,2.84e-05,6200.603967,6199.693872,204.3795593,216.9170471,7.378109813,7.81740669,11206.42558
26.04994235,29.09152117,0.127682158,0.135123078,3.6443528,4.069790184,0.017862567,0.018903191,5887.259595,5889.315369,1.052820661,1.052712467,0.248767799,0.175951508,4.01e-05,2.84e-05,6198.22854,6199.755713,204.0217896,215.2964661,7.432566071,7.826377916,11191.42379
26.21446433,29.00588603,0.128714264,0.13574712,3.669408417,4.060681796,0.018016969,0.019003931,5887.582043,5889.039111,1.053065325,1.052786252,0.248865963,0.176185143,4.01e-05,2.84e-05,6200.008496,6199.899414,203.6640198,213.675885,7.571729422,7.841185772,11199.90116
26.73105283,29.10375061,0.131481707,0.137246039,3.741748333,4.079955709,0.018404492,0.019240055,5894.380737,5894.355652,1.051907747,1.052071645,0.248882876,0.176801759,4.01e-05,2.85e-05,6200.344763,6201.284448,203.30625,212.055304,7.652418864,7.851998734,11174.64424
27.57059875,29.36816087,0.130422238,0.132384063,3.855898982,4.114492631,0.018240263,0.018547067,5889.702637,5891.162292,1.052488938,1.052345791,0.246808218,0.176551291,3.98e-05,2.85e-05,6198.846875,6199.539844,211.3949219,221.8406067,7.671354687,7.828149271,11156.53467
28.25796375,29.54720998,0.128747499,0.127564356,3.954993731,4.136325252,0.018019542,0.017857783,5892.109595,5892.309924,1.052258781,1.05239947,0.245585607,0.176444205,3.96e-05,2.85e-05,6200.02406,6201.063843,219.4835938,231.6259094,7.673100829,7.794593024,11150.80213
28.49605298,29.97730818,0.1252176,0.124175294,3.960316557,4.202589178,0.017402457,0.017408426,5887.890845,5891.063171,1.052950908,1.052458776,0.24516252,0.176555675,3.95e-05,2.85e-05,6199.66001,6200.101135,227.5722656,241.4112122,7.680954337,7.773816669,11137.00501
29.14796433,29.65648808,0.128138187,0.123229413,4.08155719,4.155612099,0.017943049,0.017267508,5888.618237,5890.585315,1.052802129,1.052687155,0.245567835,0.177807625,3.96e-05,2.87e-05,6199.549817,6200.943494,227.4728943,240.660791,7.698095191,7.757208896,11131.02715
29.22806015,29.76265121,0.128546454,0.124057377,4.094148511,4.163875127,0.018006268,0.017355961,5891.590027,5889.955237,1.052528797,1.052666567,0.246405713,0.179327975,3.97e-05,2.89e-05,6201.068164,6200.15896,227.3735229,239.9103699,7.7735255,7.740593338,11123.92808
29.36864491,29.87695017,0.129221228,0.124924555,4.111408222,4.174377072,0.018090083,0.017454332,5887.458203,5891.345825,1.052877778,1.05240214,0.247299916,0.181227663,3.99e-05,2.92e-05,6198.773914,6200.064954,227.2741516,239.1599487,7.872938824,7.721856117,11114.34646
28.88906097,29.90862164,0.127067399,0.124677081,4.04493804,4.184841096,0.017791501,0.017444929,5888.048413,5890.222766,1.052867834,1.052587634,0.248127345,0.182520075,4e-05,2.94e-05,6199.33678,6199.975647,227.3522644,239.8886902,7.939305878,7.704704511,11110.94781
29.55636234,29.92663155,0.129957848,0.124374329,4.137536895,4.185639918,0.018192543,0.017395414,5889.912366,5889.215417,1.052701313,1.052689797,0.24907419,0.18372069,4.02e-05,2.96e-05,6200.318481,6199.51698,227.4303772,240.6174316,7.946551776,7.698928463,11101.60252
28.95818567,29.95210228,0.127283978,0.124104318,4.054454219,4.194583595,0.017821112,0.017379947,5891.704053,5891.938416,1.052537759,1.052413144,0.250475591,0.18497175,4.04e-05,2.98e-05,6201.240979,6200.75343,227.50849,241.3461731,7.933964646,7.682942224,11102.34712
29.30472479,29.99244847,0.128896085,0.124340329,4.102850866,4.195153666,0.018046285,0.017391937,5891.403381,5889.589526,1.052426469,1.052620817,0.251751393,0.185665886,4.06e-05,2.99e-05,6200.26886,6199.504541,227.3515503,241.2125549,7.910637498,7.669643426,11092.90665
29.26672425,29.98851314,0.128817863,0.124392921,4.100151706,4.199049926,0.01804687,0.017417739,5890.644043,5893.107507,1.052602302,1.052240755,0.252906253,0.186258082,4.08e-05,3e-05,6200.505481,6200.967896,227.1946106,241.0789368,7.878326488,7.658847332,11090.07659
29.45168986,29.95735078,0.1297216,0.12433257,4.124024606,4.190139532,0.018164495,0.017390417,5892.51886,5889.445496,1.052401244,1.052625452,0.252481094,0.18519658,4.07e-05,2.99e-05,6201.294177,6199.380225,227.0376709,240.9453186,7.844028425,7.653560889,11099.33246
29.33977857,29.99779258,0.128830902,0.124521153,4.111762762,4.197881913,0.018054741,0.017425452,5892.112683,5892.144104,1.052343571,1.052446445,0.250044744,0.182731688,4.03e-05,2.95e-05,6200.526904,6201.166113,227.7386719,240.9051941,7.804093528,7.644900239,11109.65669
29.25691433,30.00516806,0.128072825,0.124572517,4.094704545,4.19762603,0.017924665,0.017427293,5890.149414,5890.902612,1.052512429,1.052505697,0.247458028,0.18025782,3.99e-05,2.91e-05,6199.455469,6200.208557,228.4396729,240.8650696,7.77945106,7.642275405,11110.76702
29.08987427,29.9898478,0.126952032,0.124529657,4.073031878,4.198593509,0.017775246,0.017434214,5890.417163,5889.618066,1.052719427,1.05269709,0.244942322,0.177715306,3.95e-05,2.87e-05,6200.95658,6199.983801,229.1406738,240.8249451,7.758441794,7.644286716,11119.54082
29.32867908,29.99496856,0.128347099,0.124855858,4.106281495,4.200090349,0.01796976,0.017483128,5891.505298,5890.453735,1.05241261,1.05251367,0.242523712,0.175331604,3.91e-05,2.83e-05,6200.29447,6199.783081,228.5106506,240.2367737,7.742059088,7.650825417,11125.31711
29.10954514,30.00206361,0.127740324,0.125191899,4.075674236,4.199784863,0.017885128,0.017524763,5889.751611,5888.472363,1.052735169,1.052853053,0.240076066,0.17283357,3.87e-05,2.79e-05,6200.348657,6199.696106,227.8806274,239.6486023,7.734948683,7.654425478,11125.48112
29.40933824,29.98846202,0.129413686,0.125443018,4.117148721,4.197429013,0.018117218,0.017558025,5889.187158,5889.686877,1.052625416,1.052617328,0.2376632,0.170340711,3.83e-05,2.75e-05,6199.108081,6199.586462,227.2506042,239.0604309,7.734354579,7.659856772,11133.51809
29.19044209,29.98038664,0.128070664,0.124793527,4.087784886,4.194668722,0.01793482,0.017460332,5890.21073,5889.382568,1.052856227,1.052950512,0.235770923,0.16782456,3.8e-05,2.71e-05,6201.545044,6201.228394,227.9244995,240.239917,7.735252845,7.670569301,11134.3592
29.355968,30.00944967,0.12841721,0.124304216,4.108377826,4.200681984,0.017972033,0.017399935,5890.860059,5889.580908,1.052421824,1.052504594,0.235984398,0.166071596,3.81e-05,2.68e-05,6199.66969,6198.810962,228.5983948,241.4194031,7.738783884,7.687016642,11132.8759
29.15463805,29.99229293,0.12716163,0.123629144,4.081199801,4.197729135,0.017800667,0.017303167,5901.390881,5899.258545,1.050448592,1.050882199,0.236664916,0.165426107,3.82e-05,2.67e-05,6199.107739,6199.425793,229.27229,242.5988892,7.737946594,7.690022957,11117.89206
29.1511878,30.0130466,0.127486393,0.124692767,4.080713058,4.199272418,0.017846113,0.017446376,5890.672913,5890.969519,1.052561136,1.052628779,0.237240193,0.166284871,3.83e-05,2.68e-05,6200.293372,6201.004053,228.6611694,240.6959717,7.749929261,7.703217995,11122.92943
29.31788287,29.99280286,0.128558985,0.125601655,4.105374944,4.199050522,0.018002079,0.017584475,5889.463831,5889.486877,1.052641163,1.052615977,0.238173705,0.167526907,3.84e-05,2.7e-05,6199.492053,6199.367981,228.0500488,238.7930542,7.752155507,7.712611556,11119.47864
29.33427215,30.00533714,0.128976479,0.126663514,4.105132687,4.199784946,0.018049385,0.01772883,5891.048438,5890.500476,1.052572191,1.05261785,0.240623125,0.169960885,3.88e-05,2.74e-05,6200.75376,6200.445947,227.4389282,236.8901367,7.750175405,7.717491567,11120.63158
29.1657361,29.9883461,0.128350064,0.125630728,4.083738184,4.197810876,0.017971364,0.017585966,5889.672559,5890.381824,1.052655621,1.052636082,0.242373855,0.172432273,3.91e-05,2.78e-05,6199.796924,6200.428442,227.2358521,238.7023193,7.741939914,7.721236527,11116.05789
29.11546659,29.9925209,0.128243451,0.124701507,4.074304283,4.198841155,0.017945886,0.017457746,5889.472791,5890.68335,1.052516528,1.052638626,0.24440629,0.174861932,3.94e-05,2.82e-05,6198.767456,6200.760828,227.0327759,240.514502,7.728034592,7.710367811,11116.94912
29.34073534,30.04091015,0.129351383,0.123968643,4.108207524,4.207171547,0.018111418,0.017361569,5889.65188,5892.355603,1.052428368,1.052228675,0.246806376,0.177457719,3.98e-05,2.86e-05,6198.436719,6200.10553,226.8296997,242.3266846,7.722942889,7.702452123,11108.2338
29.28012466,29.91089873,0.133434869,0.130096047,4.096738404,4.167585254,0.018669584,0.018126716,5891.982019,5890.388049,1.052543474,1.052580793,0.249272632,0.179857365,4.02e-05,2.9e-05,6201.567224,6200.109326,219.4338318,229.9139709,7.717565608,7.690217435,11117.13119
28.26494765,28.68315654,0.133301354,0.131875819,3.959435892,4.03596468,0.01867324,0.018556052,5890.477722,5891.374512,1.052517118,1.052407173,0.250906482,0.182258371,4.05e-05,2.94e-05,6199.828638,6200.124792,212.0379639,217.5012573,7.695996571,7.679391658,11111.66857
27.21931973,27.51227274,0.133009387,0.134148267,3.812628621,3.86336726,0.018630715,0.018837558,5890.279553,5888.736938,1.052511804,1.052759747,0.251751971,0.183376681,4.06e-05,2.96e-05,6199.588757,6199.425208,204.6420959,205.0885437,7.682984829,7.681363702,11125.3968
26.528617,27.25339127,0.129975245,0.132847614,3.715229666,3.81308859,0.018202528,0.018587034,5890.613562,5890.314368,1.052584444,1.052683728,0.249728613,0.181336128,4.03e-05,2.92e-05,6200.368201,6200.638086,204.1051514,205.1477661,7.674033618,7.69475652,11122.94971
26.10661201,27.42082028,0.128245036,0.133625178,3.655481952,3.839656132,0.017957038,0.018711137,5873.669946,5877.557056,1.052793183,1.052164746,0.246559122,0.178336306,3.99e-05,2.88e-05,6183.75968,6184.158325,203.5682068,205.2069885,7.675199509,7.715392971,11090.73058
26.21261611,27.45576596,0.129106305,0.13375687,3.670423144,3.852250612,0.018078118,0.018767096,5841.382556,5842.604724,1.052632609,1.052661319,0.242673732,0.174930747,3.95e-05,2.84e-05,6148.829761,6150.283997,203.0312622,205.2662109,7.670877814,7.735469735,11023.30528
26.17207026,27.41018066,0.128589893,0.134370324,3.663725156,3.834916615,0.018000793,0.018799547,5843.203088,5840.88241,1.052564957,1.052772242,0.240252304,0.172388846,3.91e-05,2.8e-05,6150.350806,6149.118872,203.5313171,203.9898376,7.676023436,7.76608901,11033.65853
26.13796968,27.40154648,0.128107601,0.135173786,3.659458572,3.83311829,0.017935764,0.018909046,5841.024219,5840.623083,1.052725738,1.053022742,0.237772068,0.16995031,3.87e-05,2.76e-05,6148.996533,6150.308936,204.0313721,202.7134644,7.688239694,7.795364475,11028.50233
26.28778501,27.43094707,0.128526874,0.136176247,3.680805093,3.840660733,0.017996281,0.019066304,5843.828162,5842.16228,1.052517139,1.052680214,0.235368336,0.167451064,3.83e-05,2.72e-05,6150.729297,6149.928638,204.531427,201.4370911,7.703787136,7.830159879,11032.73637
26.03051786,27.36627016,0.127385873,0.13524954,3.644724333,3.828063077,0.017836233,0.018919048,5841.689575,5840.787646,1.052689968,1.053013202,0.232884551,0.165146197,3.79e-05,2.69e-05,6149.488013,6150.426501,204.3438354,202.3390991,7.707274187,7.849788332,11051.78534
26.34087653,27.41854148,0.129023125,0.134906476,3.68767494,3.839797848,0.018063003,0.018892821,5843.979248,5842.311182,1.052472862,1.052692241,0.23043495,0.16261177,3.75e-05,2.64e-05,6150.629565,6150.155652,204.1562439,203.2411072,7.712738085,7.870526493,11041.27064
25.75043392,27.35647163,0.126247017,0.13400634,3.599775088,3.840870762,0.017648668,0.018814599,5840.404346,5842.542505,1.052773728,1.052525718,0.227792132,0.160111842,3.7e-05,2.6e-05,6148.624255,6149.426245,203.9686523,204.1431152,7.770257616,7.89157933,11028.79554
26.24596353,27.49110141,0.127294812,0.133069316,3.673516953,3.845268041,0.017816822,0.01861283,5842.602368,5840.386206,1.052777876,1.05298382,0.225617344,0.158832255,3.67e-05,2.58e-05,6150.962512,6149.832178,206.1825073,206.5923401,7.8009992,7.917553127,11029.96441
26.89504995,27.99167881,0.129057195,0.133904847,3.767818433,3.915108883,0.018080059,0.018728854,5842.760901,5843.651135,1.052642132,1.052507151,0.224059075,0.158419505,3.64e-05,2.58e-05,6150.336292,6150.484607,208.3963623,209.0415649,7.813617849,7.928736687,11014.49035
27.30423613,28.46858983,0.129643455,0.134609123,3.822991961,3.982757115,0.018151978,0.018831823,5841.216174,5841.185596,1.052820544,1.052896092,0.224354938,0.159273816,3.65e-05,2.59e-05,6149.752393,6150.161487,210.6102173,211.4907898,7.81408726,7.935732794,11008.4265
27.05095444,28.38091106,0.1283432,0.134331285,3.786724925,3.972683805,0.017966109,0.018803333,5841.350439,5843.118884,1.052782538,1.05276311,0.226111484,0.161212787,3.68e-05,2.62e-05,6149.671741,6151.420007,210.7704529,211.2755127,7.803376353,7.935362446,10993.27519
26.91582594,28.3925951,0.127605073,0.134523659,3.768400824,3.976996017,0.017865588,0.018842943,5843.437817,5843.503699,1.052430195,1.052429704,0.228585248,0.163639663,3.72e-05,2.66e-05,6149.8104,6149.876868,210.9306885,211.0602356,7.785970211,7.919819283,10981.41133
27.49363117,28.63247395,0.130245444,0.135798713,3.847842157,4.007973534,0.018228364,0.019009103,5838.693042,5835.342786,1.053613175,1.053834034,0.231181325,0.166240286,3.76e-05,2.7e-05,6151.723914,6149.482825,211.0909241,210.8449585,7.756229258,7.903654277,10971.00134
28.18698978,29.00801539,0.13171894,0.133534286,3.944308478,4.058191574,0.018431913,0.018681309,5842.881921,5846.106653,1.052599659,1.052135382,0.233556132,0.168707225,3.8e-05,2.74e-05,6150.215515,6150.895654,213.9934448,217.2327148,7.712913537,7.851321399,10967.42107
28.36938081,29.27460246,0.130797181,0.130911997,3.972922242,4.097769535,0.018317179,0.018324662,5843.744067,5846.975623,1.052391735,1.052052249,0.23598955,0.17102945,3.84e-05,2.78e-05,6149.907959,6151.323853,216.8959656,223.6204712,7.661476934,7.786491895,10980.58746
28.37645125,29.46504765,0.129102123,0.12810432,3.973855662,4.123594022,0.018079541,0.017928028,5843.831567,5846.682483,1.052500314,1.052199468,0.238594424,0.173742013,3.88e-05,2.82e-05,6150.634558,6151.876196,219.7984863,230.0082275,7.611563396,7.718590426,10982.19561
28.189572,29.63775659,0.128034846,0.128611361,3.945949596,4.151370037,0.017922196,0.018014634,5843.413367,5845.502283,1.052615882,1.052192471,0.241014519,0.176033453,3.92e-05,2.86e-05,6150.869714,6150.593494,220.1710938,230.4443115,7.555900133,7.655692625,10991.41821
28.46850691,29.74496522,0.129083292,0.128832789,3.985787719,4.163358867,0.018072553,0.018032535,5843.523291,5844.216357,1.052481055,1.052350681,0.243408349,0.178486108,3.96e-05,2.9e-05,6150.197559,6150.165063,220.5437012,230.8803955,7.497544825,7.586114836,11002.45988
28.16619534,29.80412254,0.12749713,0.128845652,3.941760385,4.171932721,0.017842777,0.018035605,5844.264307,5846.780139,1.052398672,1.052163706,0.245840217,0.180978825,4e-05,2.94e-05,6150.495996,6151.769861,220.9163086,231.3164795,7.434362137,7.508748949,11013.5376
26.93632102,29.28195114,0.123788386,0.129641368,3.774103642,4.160583341,0.017344247,0.018420348,5842.62041,5842.084058,1.052636969,1.052663098,0.248339767,0.1833906,4.04e-05,2.98e-05,6150.15824,6149.746301,217.5997437,225.8688843,7.382130861,7.46427778,11024.59028
27.18382764,28.88724132,0.126859363,0.131054679,3.788845462,3.904674721,0.017681488,0.017714599,5842.811694,5844.31272,1.052525394,1.052257658,0.250710696,0.185823335,4.08e-05,3.02e-05,6149.707678,6149.722815,214.2831787,220.4212891,7.346742082,7.430717385,11040.74874
27.0436317,29.1044116,0.128189154,0.135385921,3.78516987,4.069173062,0.017942033,0.018928702,5843.221326,5844.378955,1.052580277,1.052420611,0.253271307,0.188309176,4.12e-05,3.06e-05,6150.459521,6150.744873,210.9666138,214.9736938,7.313088858,7.406248403,11055.23967
27.20171638,29.06469488,0.128554745,0.134994829,3.808277512,4.068541038,0.01799784,0.018896878,5843.510059,5842.359265,1.052507493,1.052608311,0.255510902,0.190696515,4.15e-05,3.1e-05,6150.338123,6149.715918,211.5963623,215.3022827,7.287332642,7.388489366,11069.56121
26.99333444,29.05129929,0.127191392,0.134726995,3.778926855,4.064600229,0.017806135,0.018849807,5843.048938,5843.018152,1.052652258,1.052587949,0.256596641,0.192132143,4.17e-05,3.12e-05,6150.698657,6150.290491,212.2261108,215.6308716,7.265581226,7.368105364,11087.40438
27.16975188,29.05105324,0.127643899,0.134520864,3.802684069,4.116221333,0.017865066,0.019060158,5842.85863,5843.293237,1.052591593,1.052624967,0.256099409,0.192724514,4.16e-05,3.13e-05,6150.143872,6150.79635,212.8558594,215.9594604,7.247254956,7.352881634,11094.96645
27.04577923,28.96450953,0.127489085,0.134136713,3.78902508,4.04726088,0.017860803,0.018743154,5829.566089,5829.12821,1.05482283,1.055012435,0.253613383,0.192558579,4.12e-05,3.13e-05,6149.159399,6149.802747,212.1419189,215.9327515,7.234597194,7.341393447,11100.27147
27.16252437,29.07211738,0.128471759,0.134651708,3.804579508,4.064362442,0.017994683,0.018824681,5848.208032,5849.353906,1.05178534,1.051588839,0.25124008,0.191269625,4.08e-05,3.11e-05,6151.059473,6151.115283,211.4279785,215.9060425,7.223836708,7.327631021,11103.79501
27.00042057,29.05758581,0.12813774,0.134601054,3.780567139,4.061795557,0.017941696,0.01881512,5843.961609,5842.855737,1.052589702,1.052607202,0.248879722,0.189046345,4.05e-05,3.07e-05,6151.293811,6150.232031,210.7140381,215.8793335,7.212906313,7.329695904,11113.79277
27.11540232,28.88902349,0.128503165,0.134656845,3.796355355,4.040812051,0.017991386,0.018834939,5842.817529,5842.846838,1.052592882,1.052604991,0.247184654,0.187371384,4.02e-05,3.05e-05,6150.108142,6150.209741,211.0096069,214.5380981,7.205361831,7.32564013,11124.19231
27.12541976,28.9710865,0.128370825,0.135888897,3.796726441,4.057181668,0.017967977,0.019030213,5841.776123,5842.920044,1.052782942,1.052582027,0.245889987,0.187436231,4e-05,3.05e-05,6150.122253,6150.152625,211.3051758,213.1968628,7.20079416,7.332825541,11128.85289
26.96438975,29.06201911,0.127430505,0.137178415,3.774202102,4.065472364,0.017836431,0.019189825,5843.278662,5841.987781,1.052830454,1.052852343,0.245254785,0.187611149,3.99e-05,3.05e-05,6151.981726,6150.750525,211.6007446,211.8556274,7.199584079,7.339862728,11136.47682
27.26563339,29.06588082,0.129113639,0.136277092,3.817928213,4.061521614,0.018079411,0.019042683,5840.460986,5842.680896,1.052675781,1.052512789,0.243166996,0.186127378,3.96e-05,3.03e-05,6148.111829,6149.496362,211.17547,213.2851563,7.205201626,7.340248668,11130.1349
26.95736833,29.04474545,0.127911475,0.135271351,3.774019945,4.065729666,0.017907551,0.018935499,5841.733057,5842.007166,1.052541029,1.05265807,0.243071471,0.18555781,3.95e-05,3.02e-05,6148.663721,6149.635986,210.7501953,214.7146851,7.213851285,7.332104421,11127.72608
27.14874802,29.01569695,0.129080035,0.134242303,3.800693285,4.059907985,0.01807058,0.018783329,5840.910779,5842.633728,1.052858701,1.05260121,0.243629941,0.185924345,3.96e-05,3.02e-05,6149.653735,6149.96333,210.3249207,216.1442139,7.22217145,7.325602055,11117.49571
26.90778451,29.01971464,0.127763444,0.133998422,3.766753829,4.077911508,0.017885287,0.018829741,5841.304016,5843.945667,1.052827656,1.052466191,0.243396943,0.186520864,3.96e-05,3.03e-05,6149.886414,6150.555237,210.6062866,216.5675842,7.224351156,7.325589275,11114.62118
27.15741076,29.0288394,0.128776675,0.13377903,3.801543945,4.055795574,0.018026394,0.018691081,5845.541284,5842.202429,1.052298343,1.052507927,0.244325604,0.187297131,3.97e-05,3.05e-05,6151.253406,6148.964368,210.8876526,216.9909546,7.225713348,7.319928122,11117.15734
27.06396837,28.99436784,0.12816259,0.13335997,3.78879326,4.055454016,0.017941994,0.018653113,5841.952783,5846.195959,1.052592108,1.051913475,0.245659723,0.188023762,3.99e-05,3.06e-05,6149.193396,6149.69231,211.1690186,217.414325,7.22099961,7.308860421,11106.66871
27.1996346,29.04856734,0.193179074,0.133967603,3.807694274,4.064218557,0.027043262,0.018743562,5841.30575,5842.633337,1.052734396,1.052603656,0.246730306,0.188577099,4.01e-05,3.07e-05,6149.343481,6149.977209,140.8001083,216.8327759,7.217348611,7.300994003,11121.63365
27.21504283,29.0619349,0.192968899,0.133777054,3.810627604,4.068173921,0.027019344,0.0187265,5843.630933,5841.734924,1.052536045,1.05262831,0.251092555,0.189375352,4.08e-05,3.08e-05,6150.63219,6149.175562,141.0333114,217.2415527,7.591700816,7.259800136,11128.71034
27.00733471,28.99090753,0.12768289,0.132969047,3.780679005,4.059282696,0.01787396,0.018618215,5840.833228,5842.837354,1.052745461,1.052628695,0.251945654,0.188245323,4.1e-05,3.06e-05,6148.910669,6150.338257,211.5188232,218.0274902,7.563094342,7.249613023,11113.44823
26.98204355,28.89434776,0.127671459,0.135277041,3.776498508,4.047655964,0.017869331,0.018950243,5844.310864,5842.410291,1.052236011,1.052512103,0.252612042,0.187897127,4.11e-05,3.06e-05,6149.594348,6149.207544,211.3396667,213.5938782,7.523063767,7.238582802,11106.30815
27.21105542,28.90168552,0.128864319,0.138179617,3.81029107,4.043261933,0.018044525,0.019330927,5843.159778,5838.896411,1.052653116,1.053194438,0.253487527,0.188371077,4.12e-05,3.06e-05,6150.820349,6149.493225,211.1605103,209.1602661,7.477838326,7.268265367,11091.99658
27.06309862,29.02128515,0.128272466,0.141756262,3.78987518,4.061486483,0.017963081,0.019838582,5842.904456,5837.871045,1.052478885,1.053242492,0.254133376,0.187965854,4.13e-05,3.06e-05,6149.533569,6148.693848,210.9813538,204.7266541,7.437342727,7.410126805,11086.90509
